accession	genbank_accession_rev	strain	date	region	country	division	location	host	date_submitted	sra_accession	abbr_authors	authors	institution	clade	G_clade	qc.overallScore	qc.overallStatus	alignmentScore	alignmentStart	alignmentEnd	genome_coverage	G_coverage	F_coverage	num_date
PP376325	PP376325.1	010202049	2019-04-14	North America	Canada			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D	GA2.3.5	0.284444	good	44940	1	15224	0.9999343185550084	1.0	1.0	2019.2835616438356
PP376330	PP376330.1	310101020	2017-12-15	Europe	Netherlands			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D.2.2	GA2.3.5	0.0	good	45136	1	15199	0.9982922824302136	1.0	1.0	2017.954794520548
PP376335	PP376335.1	010102045	2019-03-15	North America	Canada			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D.1	GA2.3.5	0.217778	good	44901	1	15224	0.9999343185550084	1.0	1.0	2019.2013698630137
PP376333	PP376333.1	610103026	2020-12-15	Oceania	Australia			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D.1.2	GA2.3.5	1.5625	good	44923	1	15224	0.9998686371100164	1.0	1.0	2020.954918032787
PP376349	PP376349.1	550102005	2018-08-17	South America	Brazil			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D	GA2.3.5	7.121111	good	33904	3697	15178	0.7540229885057471	1.0	1.0	2018.6260273972603
PP376351	PP376351.1	810101009	2018-01-18	Asia	Japan			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D	GA2.3.5	14.0625	good	43452	508	15223	0.9663711001642036	1.0	1.0	2018.0479452054794
PP376354	PP376354.1	310102033	2018-12-18	Europe	Netherlands			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D.3	GA2.3.5	0.0	good	45006	1	15224	0.9999343185550084	1.0	1.0	2018.9630136986302
PP376359	PP376359.1	358102006	2019-02-18	Europe	Finland			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D.1	GA2.3.5	0.0	good	44919	1	15224	0.9999343185550084	1.0	1.0	2019.1328767123289
PP376358	PP376358.1	490102023	2019-02-18	Europe	Germany			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D.2.2	GA2.3.5	0.0	good	45128	1	15224	0.9999343185550084	1.0	1.0	2019.1328767123289
PP376361	PP376361.1	358103032	2020-02-18	Europe	Finland			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D.2.2	GA2.3.5	0.0	good	45065	1	15225	1.0	1.0	1.0	2020.1325136612022
PP376373	PP376373.1	610101041	2018-09-19	Oceania	Australia			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D.3	GA2.3.5	0.0	good	44985	1	15223	0.9998686371100164	1.0	1.0	2018.7164383561644
PP376375	PP376375.1	390103009	2020-01-02	Europe	Italy			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D.3	GA2.3.5	0.0	good	44955	1	15225	1.0	1.0	1.0	2020.0040983606557
PP376376	PP376376.1	810103021	2019-10-02	Asia	Japan			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D.2.2	GA2.3.5	0.16	good	45053	1	15225	1.0	1.0	1.0	2019.7520547945205
PP376381	PP376381.1	550101023	2018-07-02	South America	Brazil			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D.1	GA2.3.5	1.5625	good	44917	1	15204	0.9985550082101806	1.0	1.0	2018.5
PP376380	PP376380.1	270101073	2018-05-02	Africa	South Africa			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D.1	GA2.3.5	0.0	good	44906	1	15209	0.9989490968801312	1.0	1.0	2018.3328767123287
PP376382	PP376382.1	550102158	2019-07-02	South America	Brazil			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D.1	GA2.3.5	1.673611	good	44862	1	15225	0.9999343185550084	1.0	1.0	2019.5
PP376386	PP376386.1	330103019	2019-11-20	Europe	France			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D	GA2.3.5	0.0	good	44946	1	15225	1.0	1.0	1.0	2019.886301369863
PP376395	PP376395.1	810103004	2019-08-20	Asia	Japan			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D	GA2.3.5	2.5625	good	44932	1	15225	0.9999343185550084	1.0	1.0	2019.6342465753426
PP376394	PP376394.1	810102016	2018-07-20	Asia	Japan			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D	GA2.3.5	0.071111	good	44946	1	15219	0.9996059113300492	1.0	1.0	2018.5493150684931
PP376408	PP376408.1	010202009	2018-11-22	North America	Canada			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D	GA2.3.5	0.0	good	44998	1	15216	0.999408866995074	1.0	1.0	2018.8917808219178
PP376424	PP376424.1	610102012	2019-05-24	Oceania	Australia			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D.1	GA2.3.5	0.0	good	44956	1	15225	1.0	1.0	1.0	2019.3931506849315
PP376429	PP376429.1	610103048	2021-01-25	Oceania	Australia			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D.1.2	GA2.3.5	0.0	good	44894	1	15224	0.9999343185550084	1.0	1.0	2021.0671232876712
PP376422	PP376422.1	490103016	2020-02-24	Europe	Germany			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D.2.2	GA2.3.5	0.0	good	45083	1	15225	1.0	1.0	1.0	2020.1489071038252
PP376426	PP376426.1	550102145	2019-06-24	South America	Brazil			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D.1	GA2.3.5	0.0	good	44946	1	15225	1.0	1.0	1.0	2019.478082191781
PP376436	PP376436.1	340101011	2017-11-26	Europe	Spain			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D	GA2.3.5	0.751111	good	44953	1	15223	0.9998686371100164	1.0	1.0	2017.9027397260274
PP376434	PP376434.1	610102044	2019-08-25	Oceania	Australia			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D.1	GA2.3.5	0.0	good	44914	1	15225	1.0	1.0	1.0	2019.6479452054793
PP376445	PP376445.1	010202034	2019-01-27	North America	Canada			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D.1	GA2.3.5	0.0	good	44939	1	15224	0.9999343185550084	1.0	1.0	2019.072602739726
PP376450	PP376450.1	330103027	2019-11-27	Europe	France			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D.2.2	GA2.3.5	6.25	good	44183	1	14905	0.9788505747126436	1.0	1.0	2019.9054794520548
PP376453	PP376453.1	330102008	2018-12-27	Europe	France			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D.2.2	GA2.3.5	0.0	good	45127	1	15224	0.9999343185550084	1.0	1.0	2018.9876712328767
PP376451	PP376451.1	330103025	2019-11-27	Europe	France			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D	GA2.3.5	0.0	good	44946	1	15225	1.0	1.0	1.0	2019.9054794520548
PP376466	PP376466.1	270101065	2018-03-28	Africa	South Africa			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D	GA2.3.5	1.5625	good	44946	1	15203	0.9984893267651888	1.0	1.0	2018.2369863013698
PP376461	PP376461.1	010102003	2018-11-28	North America	Canada			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D.5	GA2.3.5	0.0	good	44950	1	15224	0.9999343185550084	1.0	1.0	2018.9082191780822
PP376464	PP376464.1	390103006	2019-12-28	Europe	Italy			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D.1	GA2.3.5	6.25	good	42888	697	15225	0.9541543513957308	1.0	1.0	2019.990410958904
PP376471	PP376471.1	310103002	2020-01-29	Europe	Netherlands			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D.2.1	GA2.3.5	0.0	good	44942	1	15199	0.9982922824302136	1.0	1.0	2020.077868852459
PP376476	PP376476.1	310101043	2017-12-29	Europe	Netherlands			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D	GA2.3.5	0.0	good	44977	1	15199	0.9982922824302136	1.0	1.0	2017.9931506849316
PP376472	PP376472.1	810103050	2020-01-29	Asia	Japan			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D	GA2.3.5	0.0	good	44885	1	15225	1.0	1.0	1.0	2020.077868852459
PP376481	PP376481.1	010103017	2019-12-03	North America	Canada			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D.1	GA2.3.5	0.0	good	44918	1	15225	1.0	1.0	1.0	2019.9219178082192
PP376494	PP376494.1	550102013	2018-08-30	South America	Brazil			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D.1	GA2.3.5	6.25	good	44993	1	15223	0.9997372742200328	1.0	1.0	2018.6616438356164
PP376501	PP376501.1	010202014	2018-12-04	North America	Canada			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D.1	GA2.3.5	0.0	good	44943	1	15224	0.9999343185550084	1.0	1.0	2018.9246575342465
PP376498	PP376498.1	610103035	2021-01-04	Oceania	Australia			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D.1.2	GA2.3.5	0.0	good	44892	1	15223	0.9998686371100164	1.0	1.0	2021.009589041096
PP376502	PP376502.1	010103019	2019-12-04	North America	Canada			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D.1	GA2.3.5	1.5625	good	44842	1	15225	0.9999343185550084	1.0	1.0	2019.9246575342465
PP376515	PP376515.1	610103038	2021-01-05	Oceania	Australia			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D.1.2	GA2.3.5	0.0	good	44914	1	15224	0.9999343185550084	1.0	1.0	2021.0123287671233
PP376525	PP376525.1	490103008	2020-02-05	Europe	Germany			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D	GA2.3.5	0.0	good	44986	1	15225	1.0	1.0	1.0	2020.0969945355191
PP376544	PP376544.1	610103041	2021-01-08	Oceania	Australia			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D.1.2	GA2.3.5	1.5625	good	44927	1	15224	0.9998686371100164	1.0	1.0	2021.0205479452054
PP376549	PP376549.1	358101001	2017-12-09	Europe	Finland			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D.2.2	GA2.3.5	0.0	good	45260	1	15223	0.9998686371100164	1.0	1.0	2017.9383561643835
PP376558	PP376558.1	610103007	2020-11-08	Oceania	Australia			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D.1.2	GA2.3.5	0.0	good	44910	1	15224	0.9999343185550084	1.0	1.0	2020.853825136612
PP376565	PP376565.1	310102018	2018-12-10	Europe	Netherlands			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D.3	GA2.3.5	6.25	good	41837	835	15009	0.9309031198686372	1.0	1.0	2018.941095890411
PP376568	PP376568.1	490103010	2020-02-10	Europe	Germany			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D.1	GA2.3.5	0.0	good	44854	1	15225	1.0	1.0	1.0	2020.110655737705
PP376569	PP376569.1	010203035	2020-02-10	North America	Canada			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D.1	GA2.3.5	0.0	good	44911	1	15208	0.9988834154351396	1.0	1.0	2020.110655737705
PP376575	PP376575.1	610103044	2021-01-11	Oceania	Australia			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D.1.2	GA2.3.5	0.0	good	44906	1	15224	0.9999343185550084	1.0	1.0	2021.0287671232877
PP376576	PP376576.1	810101002	2017-12-11	Asia	Japan			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D	GA2.3.5	0.017778	good	45039	1	15223	0.9998686371100164	1.0	1.0	2017.9438356164383
PP376590	PP376590.1	440102010	2018-11-12	Europe	United Kingdom			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D.1	GA2.3.5	39.0625	mediocre	44929	1	15224	0.9996059113300492	1.0	1.0	2018.8643835616438
PP376589	PP376589.1	610102047	2019-09-11	Oceania	Australia			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D.1	GA2.3.5	0.0	good	44833	1	15208	0.9988834154351396	1.0	1.0	2019.694520547945
PP376605	PP376605.1	820103001	2020-02-13	Asia	South Korea			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D.3	GA2.3.5	0.0	good	44934	1	15225	1.0	1.0	1.0	2020.1188524590164
PP376617	PP376617.1	270101015	2018-03-14	Africa	South Africa			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D	GA2.3.5	0.284444	good	44924	1	15199	0.9982922824302136	1.0	1.0	2018.1986301369864
PP376624	PP376624.1	610103028	2020-12-15	Oceania	Australia			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D.1.2	GA2.3.5	0.0	good	44911	1	15224	0.9999343185550084	1.0	1.0	2020.954918032787
PP376633	PP376633.1	340103016	2019-12-16	Europe	Spain			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D.1	GA2.3.5	0.0	good	44889	1	15225	1.0	1.0	1.0	2019.9575342465753
PP376643	PP376643.1	010102019	2018-12-17	North America	Canada			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D	GA2.3.5	0.0	good	44982	1	15224	0.9999343185550084	1.0	1.0	2018.9602739726026
PP376652	PP376652.1	810101005	2017-12-18	Asia	Japan			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D	GA2.3.5	0.0	good	44969	1	15209	0.9989490968801312	1.0	1.0	2017.9630136986302
PP376653	PP376653.1	010102018	2018-12-18	North America	Canada			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D	GA2.3.5	0.0	good	44998	1	15224	0.9999343185550084	1.0	1.0	2018.9630136986302
PP376663	PP376663.1	610101013	2018-07-18	Oceania	Australia			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D	GA2.3.5	4.340278	good	42932	683	15223	0.955008210180624	1.0	1.0	2018.5438356164384
PP376685	PP376685.1	010103002	2019-10-20	North America	Canada			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D.1	GA2.3.5	0.0	good	44916	1	15225	1.0	1.0	1.0	2019.8013698630136
PP376689	PP376689.1	310102037	2018-12-20	Europe	Netherlands			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D.2.2	GA2.3.5	0.0	good	45158	1	15210	0.9990147783251232	1.0	1.0	2018.968493150685
PP376688	PP376688.1	810103040	2019-11-20	Asia	Japan			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D	GA2.3.5	0.0	good	44897	1	15225	1.0	1.0	1.0	2019.886301369863
PP376696	PP376696.1	810103027	2019-10-21	Asia	Japan			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D.3	GA2.3.5	0.0	good	44955	1	15225	1.0	1.0	1.0	2019.804109589041
PP376699	PP376699.1	440103023	2019-11-21	Europe	United Kingdom			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D	GA2.3.5	1.780278	good	44974	1	15225	0.9999343185550084	1.0	1.0	2019.8890410958904
PP376711	PP376711.1	330103006	2019-10-23	Europe	France			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D.2.2	GA2.3.5	1.5625	good	45136	1	15225	0.9999343185550084	1.0	1.0	2019.809589041096
PP376719	PP376719.1	010202033	2019-01-24	North America	Canada			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D.1	GA2.3.5	0.0	good	44921	1	15224	0.9999343185550084	1.0	1.0	2019.0643835616438
PP376736	PP376736.1	070103034	2020-02-25	Europe	Russia			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D.3	GA2.3.5	0.0	good	44909	1	15225	1.0	1.0	1.0	2020.1516393442623
PP376741	PP376741.1	810103047	2020-01-26	Asia	Japan			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D	GA2.3.5	0.0	good	44885	1	15225	1.0	1.0	1.0	2020.0696721311476
PP376744	PP376744.1	340102051	2019-03-26	Europe	Spain			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D.1	GA2.3.5	0.0	good	44909	1	15224	0.9999343185550084	1.0	1.0	2019.231506849315
PP376753	PP376753.1	310103013	2019-12-27	Europe	Netherlands			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D.1	GA2.3.5	0.0	good	44874	1	15225	1.0	1.0	1.0	2019.9876712328767
PP376752	PP376752.1	340103023	2019-12-27	Europe	Spain			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D.1	GA2.3.5	1.5625	good	44906	1	15225	0.9999343185550084	1.0	1.0	2019.9876712328767
PP376759	PP376759.1	610103050	2021-01-28	Oceania	Australia			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D.1.2	GA2.3.5	0.0	good	44922	1	15224	0.9999343185550084	1.0	1.0	2021.0753424657535
PP376766	PP376766.1	270101066	2018-03-28	Africa	South Africa			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D	GA2.3.5	0.217778	good	44885	1	15184	0.9973070607553366	1.0	1.0	2018.2369863013698
PP376763	PP376763.1	610103019	2020-11-28	Oceania	Australia			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D.1.2	GA2.3.5	0.0	good	44910	1	15224	0.9999343185550084	1.0	1.0	2020.9084699453551
PP376768	PP376768.1	358103007	2020-01-29	Europe	Finland			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D.1	GA2.3.5	0.0	good	44948	1	15225	1.0	1.0	1.0	2020.077868852459
PP376774	PP376774.1	610103034	2021-01-03	Oceania	Australia			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D.1.2	GA2.3.5	0.0	good	44902	1	15224	0.9999343185550084	1.0	1.0	2021.0068493150684
PP376780	PP376780.1	358103018	2020-02-03	Europe	Finland			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D.1	GA2.3.5	0.0	good	44880	1	15225	1.0	1.0	1.0	2020.0915300546449
PP376782	PP376782.1	490103006	2020-01-30	Europe	Germany			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D.1	GA2.3.5	0.0	good	44894	1	15225	1.0	1.0	1.0	2020.0806010928961
PP376775	PP376775.1	310101001	2017-11-03	Europe	Netherlands			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D.2.2	GA2.3.5	1.5625	good	45158	1	15204	0.9985550082101806	1.0	1.0	2017.8397260273973
PP376789	PP376789.1	490103035	2020-03-31	Europe	Germany			Homo sapiens	2024-04-09		Langedijk et al.	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	UMC Utrecht, Paediatric Infectious Diseases	A.D	GA2.3.5	1.777778	good	44859	1	15199	0.9982922824302136	1.0	1.0	2020.2472677595629
