accession	genbank_accession_rev	strain	date	region	country	division	location	host	date_submitted	sra_accession	abbr_authors	authors	institution	clade	outbreak	lineage	coverage	missing_data	divergence	nonACGTN	QC_missing_data	QC_mixed_sites	QC_rare_mutations	QC_frame_shifts	QC_stop_codons	frame_shifts	is_reverse_complement	num_date
OR487985	OR487985.1	MPXV/PT0664/2023	2023-08-01	Europe	Portugal			Homo sapiens	2023-09-04		Isidro et al.	Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	C.1	0.974960574821636	3376	605	0	good	good	good	good	good		False	2023.5821917808219
OR487986	OR487986.1	MPXV/PT0665/2023	2023-08-01	Europe	Portugal			Homo sapiens	2023-09-04		Isidro et al.	Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	C.1	0.9716240131028504	3994	597	0	good	good	good	good	good		False	2023.5821917808219
OR487987	OR487987.1	MPXV/PT0666/2023	2023-08-01	Europe	Portugal			Homo sapiens	2023-09-04		Isidro et al.	Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	C.1	0.9729221283004326	4188	600	0	good	good	good	good	good		False	2023.5821917808219
OR487988	OR487988.1	MPXV/PT0667/2023	2023-08-01	Europe	Portugal			Homo sapiens	2023-09-04		Isidro et al.	Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	C.1	0.915257417257833	15778	581	0	mediocre	good	good	good	good		False	2023.5821917808219
OR487990	OR487990.1	MPXV/PT0669/2023	2023-08-01	Europe	Portugal			Homo sapiens	2023-09-04		Isidro et al.	Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	C.1	0.972232504601717	3914	598	0	good	good	good	good	good		False	2023.5821917808219
OR487992	OR487992.1	MPXV/PT0672/2023	2023-08-02	Europe	Portugal			Homo sapiens	2023-09-04		Isidro et al.	Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	C.1	0.9125496300878764	16424	577	0	mediocre	good	good	good	good		False	2023.5849315068492
OR487993	OR487993.1	MPXV/PT0673/2023	2023-08-03	Europe	Portugal			Homo sapiens	2023-09-04		Isidro et al.	Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	C.1	0.9817401842715088	2013	609	0	good	good	good	good	good		False	2023.5876712328768
OR487995	OR487995.1	MPXV/PT0675/2023	2023-08-03	Europe	Portugal			Homo sapiens	2023-09-04		Isidro et al.	Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	C.1	0.9782007920531012	2737	599	0	good	good	good	good	good		False	2023.5876712328768
OR487998	OR487998.1	MPXV/PT0680/2023	2023-08-08	Europe	Portugal			Homo sapiens	2023-09-04		Isidro et al.	Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	C.1	0.9352463629956036	11176	579	0	mediocre	good	good	good	good		False	2023.6013698630136
OR488000	OR488000.1	MPXV/PT0682/2023	2023-08-07	Europe	Portugal			Homo sapiens	2023-09-04		Isidro et al.	Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	C.1	0.9390240810510676	10463	590	0	mediocre	good	good	good	good		False	2023.5986301369862
OR499948	OR499948.1	MPXV/Human/USA/CA-LACPHL-MA00491/2023	2023-04-10	North America	USA			Homo sapiens	2023-09-05		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1	0.9454385956016206	10033	555	0	mediocre	good	good	good	good	OPG149:185-188	False	2023.272602739726
OR499949	OR499949.1	MPXV/Human/USA/CA-LACPHL-MA00492/2023	2023-03-30	North America	USA			Homo sapiens	2023-09-05		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1.20	0.9833780405559585	2232	601	0	good	good	good	good	good		False	2023.2424657534248
OR499952	OR499952.1	MPXV/Human/USA/CA-LACPHL-MA00495/2023	2023-04-26	North America	USA			Homo sapiens	2023-09-05		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1.20	0.9843465561916546	222	600	0	good	good	good	good	good		False	2023.3164383561643
OR499953	OR499953.1	MPXV/Human/USA/CA-LACPHL-MA00496/2023	2023-04-26	North America	USA			Homo sapiens	2023-09-05		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1.2	0.9654427536268628	3947	592	1	good	good	good	good	good		False	2023.3164383561643
OR499955	OR499955.1	MPXV/Human/USA/CA-LACPHL-MA00498/2023	2023-04-24	North America	USA			Homo sapiens	2023-09-05		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1.20	0.9718369851274536	2438	595	2	good	good	good	good	good		False	2023.3109589041096
OR499956	OR499956.1	MPXV/Human/USA/CA-LACPHL-MA00499/2023	2023-04-30	North America	USA			Homo sapiens	2023-09-05		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1.20	0.9876222687605536	1586	602	0	good	good	good	good	good		False	2023.327397260274
OR499957	OR499957.1	MPXV/Human/USA/CA-LACPHL-MA00500/2023	2023-05-01	North America	USA			Homo sapiens	2023-09-05		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1.20	0.9834033943684112	1378	599	0	good	good	good	good	good		False	2023.3301369863013
OR499958	OR499958.1	MPXV/Human/USA/CA-LACPHL-MA00501/2023	2023-05-02	North America	USA			Homo sapiens	2023-09-05		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1.20	0.8534194686855062	25380	502	1	bad	good	good	good	good		False	2023.3328767123287
OR499959	OR499959.1	MPXV/Human/USA/CA-LACPHL-MA00502/2023	2023-05-02	North America	USA			Homo sapiens	2023-09-05		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1.20	0.9825667185574696	2692	605	0	good	good	good	good	good		False	2023.3328767123287
OR499960	OR499960.1	MPXV/Human/USA/CA-LACPHL-MA00503/2023	2023-03-15	North America	USA			Homo sapiens	2023-09-05		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1.6	0.9835707295305997	1151	604	0	good	good	good	good	good		False	2023.2013698630137
OR499961	OR499961.1	MPXV/Human/USA/CA-LACPHL-MA00504/2023	2023-04-12	North America	USA			Homo sapiens	2023-09-05		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1.2	0.9720093910521324	2510	594	2	good	good	good	good	good		False	2023.2780821917809
OR499962	OR499962.1	MPXV/Human/USA/CA-LACPHL-MA00505/2023	2023-04-12	North America	USA			Homo sapiens	2023-09-05		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1.2	0.9813345232722644	815	599	0	good	good	good	good	good		False	2023.2780821917809
OR499964	OR499964.1	MPXV/Human/USA/CA-LACPHL-MA00507/2023	2023-04-10	North America	USA			Homo sapiens	2023-09-05		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1.20	0.980071903412116	2343	599	0	good	good	good	good	good		False	2023.272602739726
OR499966	OR499966.1	MPXV/Human/USA/CA-LACPHL-MA00509/2023	2023-03-31	North America	USA			Homo sapiens	2023-09-05		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1.20	0.9784137640777044	1374	593	0	good	good	good	good	good		False	2023.2452054794521
OR499967	OR499967.1	MPXV/Human/USA/CA-LACPHL-MA00510/2023	2023-05-04	North America	USA			Homo sapiens	2023-09-05		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1	0.9353883443453392	11848	545	0	mediocre	good	good	good	good	OPG149:185-188	False	2023.3383561643836
OR499968	OR499968.1	MPXV/Human/USA/CA-LACPHL-MA00511/2023	2023-05-04	North America	USA			Homo sapiens	2023-09-05		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1	0.8988027929759798	17081	520	3	mediocre	good	good	good	good		False	2023.3383561643836
OR499969	OR499969.1	MPXV/Human/USA/CA-LACPHL-MA00512/2023	2023-05-04	North America	USA			Homo sapiens	2023-09-05		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1	0.9802189555243422	3164	597	0	good	good	good	good	good		False	2023.3383561643836
OR499970	OR499970.1	MPXV/Human/USA/CA-LACPHL-MA00513/2023	2023-05-04	North America	USA			Homo sapiens	2023-09-05		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1	0.983372969793468	1785	600	1	good	good	good	good	good		False	2023.3383561643836
OR499973	OR499973.1	MPXV/Human/USA/CA-LACPHL-MA00516/2023	2023-06-15	North America	USA			Homo sapiens	2023-09-05		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1.20	0.9828202566819972	1574	603	1	good	good	good	good	good		False	2023.4534246575342
OR499976	OR499976.1	MPXV/Human/USA/CA-LACPHL-MA00519/2023	2023-06-21	North America	USA			Homo sapiens	2023-09-05		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1.20	0.98430599009173	1485	601	1	good	good	good	good	good		False	2023.4698630136986
OR499977	OR499977.1	MPXV/Human/USA/CA-LACPHL-MA00520/2023	2023-05-23	North America	USA			Homo sapiens	2023-09-05		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1.20	0.988895030145683	1441	608	2	good	good	good	good	good		False	2023.390410958904
OR499978	OR499978.1	MPXV/Human/USA/CA-LACPHL-MA00521/2023	2023-05-09	North America	USA			Homo sapiens	2023-09-05		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1.20	0.9795648271630604	2476	607	6	good	good	good	good	good		False	2023.3520547945207
OR499979	OR499979.1	MPXV/Human/USA/CA-LACPHL-MA00522/2023	2023-05-08	North America	USA			Homo sapiens	2023-09-05		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	C.1	0.9846203773661444	1485	609	0	good	good	good	good	good		False	2023.349315068493
OR499980	OR499980.1	MPXV/Human/USA/CA-LACPHL-MA00523/2023	2023-05-09	North America	USA			Homo sapiens	2023-09-05		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1.20	0.9880177882348168	814	606	1	good	good	good	good	good		False	2023.3520547945207
OR499981	OR499981.1	MPXV/Human/USA/CA-LACPHL-MA00524/2023	2023-06-16	North America	USA			Homo sapiens	2023-09-05		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1.20	0.9830991486189778	2104	602	2	good	good	good	good	good		False	2023.4561643835616
OR499983	OR499983.1	MPXV/Human/USA/CA-LACPHL-MA00526/2023	2023-06-09	North America	USA			Homo sapiens	2023-09-05		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1.20	0.9938542358614464	455	610	0	good	good	good	good	good		False	2023.4369863013699
OR499985	OR499985.1	MPXV/Human/USA/CA-LACPHL-MA00528/2023	2023-06-09	North America	USA			Homo sapiens	2023-09-05		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1.20	0.9871861831863658	981	605	1	good	good	good	good	good		False	2023.4369863013699
OR499986	OR499986.1	MPXV/Human/USA/CA-LACPHL-MA00529/2023	2023-07-03	North America	USA			Homo sapiens	2023-09-05		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1.20	0.9810708436227557	2892	603	1	good	good	good	good	good		False	2023.5027397260274
OR499987	OR499987.1	MPXV/Human/USA/CA-LACPHL-MA00531/2023	2023-06-30	North America	USA			Homo sapiens	2023-09-05		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1.20	0.9738450070737136	1980	592	2	good	good	good	good	good		False	2023.4945205479453
OR499988	OR499988.1	MPXV/Human/USA/CA-LACPHL-MA00532/2023	2023-06-24	North America	USA			Homo sapiens	2023-09-05		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1	0.98175032579649	579	599	0	good	good	good	mediocre	good	OPG150:empty range,OPG151:2-1165	False	2023.478082191781
OR499989	OR499989.1	MPXV/Human/USA/CA-LACPHL-MA00533/2023	2023-06-26	North America	USA			Homo sapiens	2023-09-05		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1.20	0.979706808512796	1046	599	1	good	good	good	good	good		False	2023.4835616438356
OR499991	OR499991.1	MPXV/Human/USA/CA-LACPHL-MA00535/2023	2023-06-28	North America	USA			Homo sapiens	2023-09-05		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1.20	0.9370718374922036	8588	570	2	mediocre	good	good	good	good		False	2023.4890410958903
OR499993	OR499993.1	MPXV/Human/USA/CA-LACPHL-MA00537/2023	2023-07-06	North America	USA			Homo sapiens	2023-09-05		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1	0.8851523003514038	18829	529	0	mediocre	good	good	mediocre	good	OPG150:empty range,OPG151:2-1165	False	2023.5109589041097
OR499996	OR499996.1	MPXV/Human/USA/CA-LACPHL-MA00540/2023	2023-07-01	North America	USA			Homo sapiens	2023-09-05		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1	0.9796915962253244	1051	598	2	good	good	good	good	good		False	2023.4972602739726
OR499997	OR499997.1	MPXV/Human/USA/CA-LACPHL-MA00541/2023	2023-06-28	North America	USA			Homo sapiens	2023-09-05		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1.20	0.9699861568184008	2711	588	1	good	good	good	good	good		False	2023.4890410958903
OR499998	OR499998.1	MPXV/Human/USA/CA-LACPHL-MA00542/2023	2023-06-22	North America	USA			Homo sapiens	2023-09-05		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1.20	0.9539726888732258	7369	581	2	mediocre	good	good	good	good		False	2023.472602739726
OR500006	OR500006.1	MPXV/Human/USA/CA-LACPHL-MA00530/2023	2023-03-24	North America	USA			Homo sapiens	2023-09-05		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1.20	0.9869225035368568	1028	604	3	good	good	good	good	good		False	2023.2260273972602
OR500081	OR500081.1	hMpxV/Romania/B-35_L1/2023	2023-01-05	Europe	Romania			Homo sapiens	2023-09-05		Hohan et al.	Hohan,R.,Vlaicu,O.,Banica,L.,Surleac,M.,Paraschiv,S.,Otelea,D.	National Institute for Infectious Diseases 'Matei Bals', Molecular Diagnostics Laboratory	IIb	hMPXV-1	B.1.1	0.9357889345820932	6	563	0	good	good	good	good	good		False	2023.0123287671233
OR500082	OR500082.1	hMpxV/Romania/B-35_L2/2023	2023-01-26	Europe	Romania			Homo sapiens	2023-09-05		Hohan et al.	Hohan,R.,Vlaicu,O.,Banica,L.,Surleac,M.,Paraschiv,S.,Otelea,D.	National Institute for Infectious Diseases 'Matei Bals', Molecular Diagnostics Laboratory	IIb	hMPXV-1	B.1.1	0.9358649960194514	1	561	0	good	good	good	good	good		False	2023.0698630136985
OR500083	OR500083.1	hMpxV/Romania/B-35_L3/2023	2023-02-15	Europe	Romania			Homo sapiens	2023-09-05		Hohan et al.	Hohan,R.,Vlaicu,O.,Banica,L.,Surleac,M.,Paraschiv,S.,Otelea,D.	National Institute for Infectious Diseases 'Matei Bals', Molecular Diagnostics Laboratory	IIb	hMPXV-1	B.1.1	0.935834571444508	1	563	0	good	good	good	good	good		False	2023.1246575342466
OR500086	OR500086.1	hMpxV/Romania/B-35_R3/2023	2023-02-15	Europe	Romania			Homo sapiens	2023-09-05		Hohan et al.	Hohan,R.,Vlaicu,O.,Banica,L.,Surleac,M.,Paraschiv,S.,Otelea,D.	National Institute for Infectious Diseases 'Matei Bals', Molecular Diagnostics Laboratory	IIb	hMPXV-1	B.1.1	0.9355556795075276	56	570	0	good	good	good	good	good	OPG197:38-101	False	2023.1246575342466
OR502626	OR502626.1	hMpxV/USA/IL-RIPHL-050-0091/2023	2023-07-23	North America	USA	Illinois	Cook County IL	Homo sapiens	2023-09-06		Green et al.	Green,S.,Kunstman,K.,Barbian,H.,Araujo Perez,F.,Kittner,A.,Bobrovska,S.	Rush University Medical Center, Regional Innovative Public Health Laboratory (RIPHL)	IIb	hMPXV-1	B.1.20	0.9873839429234974	940	611	0	good	good	good	good	good		False	2023.5575342465754
OR574859	OR574859.1	hMpxV/USA/IL-RIPHL-050-0033/2023	2023-05-08	North America	USA	Illinois	Cook County IL	Homo sapiens	2023-09-26		Green et al.	Green,S.,Kunstman,K.,Barbian,H.,Araujo Perez,F.,Kittner,A.,Bobrovska,S.	Rush University Medical Center, Regional Innovative Public Health Laboratory (RIPHL)	IIb	hMPXV-1	B.1.20	0.8241510275900187	882	462	0	good	good	good	good	good		False	2023.349315068493
OR574860	OR574860.1	hMpxV/USA/IL-RIPHL-050-0051/2023	2023-05-12	North America	USA	Illinois	Cook County IL	Homo sapiens	2023-09-26		Green et al.	Green,S.,Kunstman,K.,Barbian,H.,Araujo Perez,F.,Kittner,A.,Bobrovska,S.	Rush University Medical Center, Regional Innovative Public Health Laboratory (RIPHL)	IIb	hMPXV-1	B.1.20	0.8673894193469872	388	493	0	good	good	good	good	good		False	2023.3602739726027
OR574861	OR574861.1	hMpxV/USA/IL-RIPHL-050-0052/2023	2023-05-13	North America	USA	Illinois	Cook County IL	Homo sapiens	2023-09-26		Green et al.	Green,S.,Kunstman,K.,Barbian,H.,Araujo Perez,F.,Kittner,A.,Bobrovska,S.	Rush University Medical Center, Regional Innovative Public Health Laboratory (RIPHL)	IIb	hMPXV-1	B.1.20	0.9096795785182218	472	536	0	good	good	good	good	good		False	2023.36301369863
OR574862	OR574862.1	hMpxV/USA/IL-RIPHL-050-0053/2023	2023-05-15	North America	USA	Illinois	Cook County IL	Homo sapiens	2023-09-26		Green et al.	Green,S.,Kunstman,K.,Barbian,H.,Araujo Perez,F.,Kittner,A.,Bobrovska,S.	Rush University Medical Center, Regional Innovative Public Health Laboratory (RIPHL)	IIb	hMPXV-1	B.1.20	0.826407516898316	433	463	0	good	good	good	good	good		False	2023.368493150685
OR574863	OR574863.1	hMpxV/USA/IL-RIPHL-050-0054/2023	2023-05-16	North America	USA	Illinois	Cook County IL	Homo sapiens	2023-09-26		Green et al.	Green,S.,Kunstman,K.,Barbian,H.,Araujo Perez,F.,Kittner,A.,Bobrovska,S.	Rush University Medical Center, Regional Innovative Public Health Laboratory (RIPHL)	IIb	hMPXV-1	B.1.20	0.8689867095315122	529	492	0	good	good	good	good	good		False	2023.3712328767124
OR574868	OR574868.1	hMpxV/USA/IL-RIPHL-050-0071/2023	2023-06-14	North America	USA	Illinois	Cook County IL	Homo sapiens	2023-09-26		Green et al.	Green,S.,Kunstman,K.,Barbian,H.,Araujo Perez,F.,Kittner,A.,Bobrovska,S.	Rush University Medical Center, Regional Innovative Public Health Laboratory (RIPHL)	IIb	hMPXV-1	B.1.20	0.8680841138081934	453	494	0	good	good	good	good	good		False	2023.4506849315069
OR601602	OR601602.1	Z22IRL00794	2022-12-02	Europe	Ireland			Homo sapiens	2024-05-06		Gonzalez et al.	Gonzalez,G.,Carr,M.,Kelleher,T.M.,O'Byrne,E.,Banka,W.,Keogan,B.,Bennett,C.,Franzoni,G.,Keane,P.,Kenna,C.,Meredith,L.W.,Fletcher,N.,Urtasun-Elizari,J.M.,Dean,J.,Browne,C.,Lyons,F.,Crowley,B.,Igoe,D.,Robinson,E.,Martin,G.,Connell,J.,De Gascun,C.F.,Hare,D.	University College Dublin, National Virus Reference Laboratory	IIb	hMPXV-1	B.1	0.9901373669558692	1874	608	0	good	good	good	good	good		False	2022.9191780821918
OR601605	OR601605.1	Z22IRL00909	2023-08-31	Europe	Ireland			Homo sapiens	2024-05-06		Gonzalez et al.	Gonzalez,G.,Carr,M.,Kelleher,T.M.,O'Byrne,E.,Banka,W.,Keogan,B.,Bennett,C.,Franzoni,G.,Keane,P.,Kenna,C.,Meredith,L.W.,Fletcher,N.,Urtasun-Elizari,J.M.,Dean,J.,Browne,C.,Lyons,F.,Crowley,B.,Igoe,D.,Robinson,E.,Martin,G.,Connell,J.,De Gascun,C.F.,Hare,D.	University College Dublin, National Virus Reference Laboratory	IIb	hMPXV-1	C.1	0.9948785298845388	939	612	2	good	good	good	good	good		False	2023.664383561644
OR601606	OR601606.1	Z22IRL00910	2023-08-28	Europe	Ireland			Homo sapiens	2024-05-06		Gonzalez et al.	Gonzalez,G.,Carr,M.,Kelleher,T.M.,O'Byrne,E.,Banka,W.,Keogan,B.,Bennett,C.,Franzoni,G.,Keane,P.,Kenna,C.,Meredith,L.W.,Fletcher,N.,Urtasun-Elizari,J.M.,Dean,J.,Browne,C.,Lyons,F.,Crowley,B.,Igoe,D.,Robinson,E.,Martin,G.,Connell,J.,De Gascun,C.F.,Hare,D.	University College Dublin, National Virus Reference Laboratory	IIb	hMPXV-1	C.1	0.9953906768960848	834	615	1	good	good	good	good	good		False	2023.6561643835616
OR643699	OR643699.1	MPV/Human/USA/CA-LACPHL-MA00550/2023	2023-07-28	North America	USA			Homo sapiens	2023-10-11		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1.20	0.9255155697762272	11789	577	3	mediocre	good	good	good	good		False	2023.5712328767124
OR643701	OR643701.1	MPV/Human/USA/CA-LACPHL-MA00559/2023	2023-08-07	North America	USA			Homo sapiens	2023-10-11		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1	0.986075686200934	133	602	1	good	good	good	good	good		False	2023.5986301369862
OR643702	OR643702.1	MPV/Human/USA/CA-LACPHL-MA00560/2023	2023-08-08	North America	USA			Homo sapiens	2023-10-11		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1	0.9854418408896146	4	601	0	good	good	good	good	good		False	2023.6013698630136
OR643706	OR643706.1	MPV/Human/USA/CA-LACPHL-MA00551/2023	2023-06-27	North America	USA			Homo sapiens	2023-10-11		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1.20	0.991496331303338	879	612	0	good	good	good	good	good		False	2023.486301369863
OR643709	OR643709.1	MPV/Human/USA/CA-LACPHL-MA00554/2023	2023-07-30	North America	USA			Homo sapiens	2023-10-11		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1.20	0.9848485616782195	600	606	0	good	good	good	good	good		False	2023.5767123287671
OR643710	OR643710.1	MPV/Human/USA/CA-LACPHL-MA00564/2023	2023-08-14	North America	USA			Homo sapiens	2023-10-11		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1.20	0.987252103098743	934	612	1	good	good	good	good	good		False	2023.6178082191782
