accession	genbank_accession_rev	strain	date	region	country	division	location	host	date_submitted	sra_accession	abbr_authors	authors	institution	clade	G_clade	qc.overallScore	qc.overallStatus	alignmentScore	alignmentStart	alignmentEnd	genome_coverage	G_coverage	F_coverage	num_date
KJ627731	KJ627731.1	RSV-A/US/BID-V8540/2003	2003-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-04-16		Newman et al.	Newman,R.M.,Zody,M.C.,DeVincenzo,J.P.,Grad,Y.,Lipsitch,M.,Murphy,R.,Fitzgerald,M.,Young,S.,Gargeya,S.,Poon,T.W.,Charlebois,P.,Weiner,B.,Yang,X.,Piper,M.E.,McCowan,C.,Ireland,A.,Levin,J.,Malboeuf,C.,Qu,J.,Chapman,S.B.,Murphy,C.,Wortman,J.,Nusbaum,C.,Birren,B.	Broad Institute of MIT & Harvard	A.2.1	GA3.0.2	0.0	good	42595	15	15216	0.9984893267651888	1.0	1.0	[2003.0013698630137:2003.9986301369863]
KJ643565	KJ643565.1	RSV-A/US/BID-V9517/2013	2013-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-06-03		Newman et al.	Newman,R.M.,Zody,M.C.,DeVincenzo,J.P.,Grad,Y.,Lipsitch,M.,Murphy,R.,Fitzgerald,M.,Young,S.,Gargeya,S.,Poon,T.W.,Charlebois,P.,Weiner,B.,Yang,X.,Piper,M.E.,McCowan,C.,Ireland,A.,Levin,J.,Malboeuf,C.,Qu,J.,Chapman,S.B.,Murphy,C.,Wortman,J.,Nusbaum,C.,Birren,B.	Broad Institute of MIT & Harvard	A.2.1	GA3.0.2	0.0	good	42683	1	15220	0.999671592775041	1.0	1.0	[2013.0013698630137:2013.9986301369863]
PP973780	PP973780.1	MN-MDH-RSVA-00845	2024-02-10	North America	USA	Minnesota		Homo sapiens	2024-07-08	SRR29646446	Kunerth et al.	Kunerth,H.D.,Namugenyi,S.,Plumb,M.,Bohnker,L.,Evans,D.,Wang,X.	Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab	A.D.3	GA2.3.5	0.0	good	43289	82	15128	0.9198029556650248	1.0	1.0	2024.110655737705
MN071219	MN071219.1	MN071219	2015-XX-XX	North America	USA	Seattle		Homo sapiens	2020-02-26		Chu et al.	Chu,H.,Scott,E.,Roychoudhury,P.	University of Washington, Medicine	A.D	GA2.3.5	56.25	mediocre	44436	3	15037	0.9858784893267653	1.0	1.0	[2015.0013698630137:2015.9986301369863]
MN536991	MN536991.1	MN536991	2011-XX-XX	North America	USA			Homo sapiens	2020-12-10		Roychoudhury et al.	Roychoudhury,P.,Chu,H.	Fred Hutchinson Cancer Research Center, Vaccine and Infectious Diseases Division	A.3.1.1	GA2.3.3	0.0	good	43615	15	15014	0.9372085385878488	1.0	1.0	[2011.0013698630137:2011.9986301369863]
MG773271	MG773271.1	HRSV/A/BuenosAires/ARG/011/2016	2016-07-20	South America	Argentina			Homo sapiens	2018-07-14		Goya et al.	Goya,S.,Valinotto,L.E.,Tittarelli,E.,Rojo,G.L.,Nabaes Jodar,M.S.,Greninger,A.L.,Zaiat,J.J.,Marti,M.A.,Mistchenko,A.S.,Viegas,M.,Greninger,A.,Zaiat,J.,Marti,M.	Ricardo Gutierrez Children's Hospital, Virology Laboratory	A.D	GA2.3.5	1.5625	good	45002	17	15225	0.9986863711001642	1.0	1.0	2016.5505464480875
MG813980	MG813980.1	A-TX-029a-2012-WGS	2012-10-26	North America	USA			Homo sapiens	2020-01-17		Piedra et al.	Piedra,F.-A.,Qiu,X.,Avadhanula,V.,Machado,A.A.,Kim,D.-K.,Hixson,J.,Bahl,J.,Piedra,P.A.	School of Public Health, University of Texas Health Science Center, Center for Infectious Diseases	A.D	GA2.3.5	0.0	good	44795	16	15095	0.9904761904761904	1.0	1.0	2012.818306010929
MH760608	MH760608.1	MH760608	2016-10-27	Oceania	Australia			Homo sapiens	2018-09-25		Di Giallonardo et al.	Di Giallonardo,F.,Kok,J.,Fernandez,M.,Carter,I.,Geoghegan,J.L.,Dwyer,D.E.,Holmes,E.C.,Eden,J.S.,Eden,J.-S.	The University of Sydney, Marie Bashir Institute for Infectious Diseases and Biosecurity & Sydney Medical School	A.D	GA2.3.5	0.0	good	44308	70	15029	0.9825944170771757	1.0	1.0	2016.8210382513662
MH760646	MH760646.1	MH760646	2014-08-19	Oceania	Australia			Homo sapiens	2018-09-25		Di Giallonardo et al.	Di Giallonardo,F.,Kok,J.,Fernandez,M.,Carter,I.,Geoghegan,J.L.,Dwyer,D.E.,Holmes,E.C.,Eden,J.S.,Eden,J.-S.	The University of Sydney, Marie Bashir Institute for Infectious Diseases and Biosecurity & Sydney Medical School	A.D	GA2.3.5	0.0	good	44343	70	15029	0.9825944170771757	1.0	1.0	2014.631506849315
KX510197	KX510197.1	Kilifi_11863_3_RSVA_2010	2010-04-20	Africa	Kenya			Homo sapiens	2016-08-22		Agoti et al.	Agoti,C.N.,Munywoki,P.K.,Phan,M.V.T.,Otieno,J.R.,Kamau,E.,Bett,A.,Githinji,G.,Medley,G.F.,Cane,P.A.,Kellam,P.,Cotten,M.L.,Nokes,D.J.	KEMRI - Wellcome Trust Research Collaborative Programme, Epidemiology and Demography Department	A.3.1	GA2.3.3	0.0	good	42530	237	15014	0.9066009852216748	1.0	1.0	2010.3
KX510219	KX510219.1	Kilifi_10010_50_RSVA_2010	2010-02-27	Africa	Kenya			Homo sapiens	2016-08-22		Agoti et al.	Agoti,C.N.,Munywoki,P.K.,Phan,M.V.T.,Otieno,J.R.,Kamau,E.,Bett,A.,Githinji,G.,Medley,G.F.,Cane,P.A.,Kellam,P.,Cotten,M.L.,Nokes,D.J.	KEMRI - Wellcome Trust Research Collaborative Programme, Epidemiology and Demography Department	A.3.1	GA2.3.3	0.0	good	43098	241	15014	0.9463382594417076	1.0	1.0	2010.1575342465753
KJ627293	KJ627293.1	KJ627293	2009-05-25	South America	Peru	Piura		Homo sapiens	2014-04-07		Wentworth et al.	Wentworth,D.E.,Halpin,R.A.,Bera,J.,Lin,X.,Fedorova,N.,Tsitrin,T.,McLellan,M.,Stockwell,T.,Amedeo,P.,Bishop,B.,Gupta,N.,Hoover,J.,Katzel,D.,Schobel,S.,Shrivastava,S.,Garcia,J.,Laguna-Torres,V.A.,Leguia,M.,Benavides,J.G.,Halsey,E.	J. Craig Venter Institute	A.3.1	GA2.3.3	0.0	good	44306	42	15214	0.9965845648604268	1.0	1.0	2009.3958904109588
KJ627327	KJ627327.1	KJ627327	2007-07-25	South America	Peru	Lima		Homo sapiens	2014-04-07		Wentworth et al.	Wentworth,D.E.,Halpin,R.A.,Bera,J.,Lin,X.,Fedorova,N.,Tsitrin,T.,McLellan,M.,Stockwell,T.,Amedeo,P.,Bishop,B.,Gupta,N.,Hoover,J.,Katzel,D.,Schobel,S.,Shrivastava,S.,Garcia,J.,Laguna-Torres,V.A.,Leguia,M.,Benavides,J.G.,Halsey,E.	J. Craig Venter Institute	A.3	GA2.3.2b	0.0	good	43815	42	15214	0.9965845648604268	1.0	1.0	2007.5630136986301
KJ627344	KJ627344.1	KJ627344	2009-04-23	South America	Peru	Loreto		Homo sapiens	2014-04-07		Wentworth et al.	Wentworth,D.E.,Halpin,R.A.,Bera,J.,Lin,X.,Fedorova,N.,Tsitrin,T.,McLellan,M.,Stockwell,T.,Amedeo,P.,Bishop,B.,Gupta,N.,Hoover,J.,Katzel,D.,Schobel,S.,Shrivastava,S.,Garcia,J.,Laguna-Torres,V.A.,Leguia,M.,Benavides,J.G.,Halsey,E.	J. Craig Venter Institute	A.3.1	GA2.3.3	0.0	good	44598	42	15214	0.9965845648604268	1.0	1.0	2009.3082191780823
KJ627353	KJ627353.1	KJ627353	2008-03-18	South America	Peru	Lima		Homo sapiens	2014-04-07		Wentworth et al.	Wentworth,D.E.,Halpin,R.A.,Bera,J.,Lin,X.,Fedorova,N.,Tsitrin,T.,McLellan,M.,Stockwell,T.,Amedeo,P.,Bishop,B.,Gupta,N.,Hoover,J.,Katzel,D.,Schobel,S.,Shrivastava,S.,Garcia,J.,Laguna-Torres,V.A.,Leguia,M.,Benavides,J.G.,Halsey,E.	J. Craig Venter Institute	A.3	GA2.3.2b	0.0	good	43731	42	15214	0.9965845648604268	1.0	1.0	2008.2117486338798
KJ723465	KJ723465.1	KJ723465	1992-XX-XX	North America	USA	New York		Homo sapiens	2014-05-16		Das et al.	Das,S.R.,Halpin,R.A.,Puri,V.,Akopov,A.,Fedorova,N.,Tsitrin,T.,Stockwell,T.,Amedeo,P.,Bishop,B.,Gupta,N.,Hoover,J.,Katzel,D.,Schobel,S.,Shrivastava,S.,Wentworth,D.E.,Caserta,M.	J. Craig Venter Institute	A.2	GA3.0.2	0.0	good	42781	43	15214	0.9965188834154352	1.0	1.0	[1992.0013661202186:1992.9986338797814]
KJ723489	KJ723489.1	KJ723489	1990-XX-XX	North America	USA	New York		Homo sapiens	2014-05-16		Das et al.	Das,S.R.,Halpin,R.A.,Puri,V.,Akopov,A.,Fedorova,N.,Tsitrin,T.,Stockwell,T.,Amedeo,P.,Bishop,B.,Gupta,N.,Hoover,J.,Katzel,D.,Schobel,S.,Shrivastava,S.,Wentworth,D.E.,Caserta,M.	J. Craig Venter Institute	A.1	GA1	0.0	good	41329	43	15212	0.9963875205254517	1.0	1.0	[1990.0013698630137:1990.9986301369863]
KJ723491	KJ723491.2	KJ723491	1988-XX-XX	North America	USA	New York		Homo sapiens	2014-05-16		Das et al.	Das,S.R.,Halpin,R.A.,Puri,V.,Akopov,A.,Fedorova,N.,Tsitrin,T.,Stockwell,T.,Amedeo,P.,Bishop,B.,Gupta,N.,Hoover,J.,Katzel,D.,Schobel,S.,Shrivastava,S.,Wentworth,D.E.,Caserta,M.	J. Craig Venter Institute	A.1	GA1	56.25	mediocre	41373	42	15212	0.9964532019704434	1.0	1.0	[1988.0013661202186:1988.9986338797814]
KJ723488	KJ723488.1	KJ723488	1981-XX-XX	North America	USA	New York		Homo sapiens	2014-05-16		Das et al.	Das,S.R.,Halpin,R.A.,Puri,V.,Akopov,A.,Fedorova,N.,Tsitrin,T.,Stockwell,T.,Amedeo,P.,Bishop,B.,Gupta,N.,Hoover,J.,Katzel,D.,Schobel,S.,Shrivastava,S.,Wentworth,D.E.,Caserta,M.	J. Craig Venter Institute	A	GA3	0.0	good	43081	43	15214	0.9965188834154352	1.0	1.0	[1981.0013698630137:1981.9986301369863]
KP258699	KP258699.1	KP258699	1985-XX-XX	North America	USA	New York		Homo sapiens	2014-12-21		Das et al.	Das,S.R.,Halpin,R.A.,Puri,V.,Akopov,A.,Fedorova,N.,Stockwell,T.,Amedeo,P.,Bishop,B.,Katzel,D.,Schobel,S.,Shrivastava,S.,Wentworth,D.E.,Caserta,M.	J. Craig Venter Institute	A.2	GA3.0.1	0.0	good	42937	42	15214	0.9965845648604268	1.0	1.0	[1985.0013698630137:1985.9986301369863]
KP258696	KP258696.1	KP258696	1986-XX-XX	North America	USA	New York		Homo sapiens	2014-12-21		Das et al.	Das,S.R.,Halpin,R.A.,Puri,V.,Akopov,A.,Fedorova,N.,Stockwell,T.,Amedeo,P.,Bishop,B.,Katzel,D.,Schobel,S.,Shrivastava,S.,Wentworth,D.E.,Caserta,M.	J. Craig Venter Institute	A	unassigned	0.0	good	42916	42	15214	0.9965845648604268	1.0	1.0	[1986.0013698630137:1986.9986301369863]
KP258710	KP258710.1	KP258710	1991-XX-XX	North America	USA	New York		Homo sapiens	2014-12-21		Das et al.	Das,S.R.,Halpin,R.A.,Puri,V.,Akopov,A.,Fedorova,N.,Stockwell,T.,Amedeo,P.,Bishop,B.,Katzel,D.,Schobel,S.,Shrivastava,S.,Wentworth,D.E.,Caserta,M.	J. Craig Venter Institute	A.2	GA3.0.2	0.0	good	42843	42	15214	0.9965845648604268	1.0	1.0	[1991.0013698630137:1991.9986301369863]
KP258716	KP258716.1	KP258716	1979-XX-XX	North America	USA	New York		Homo sapiens	2014-12-21		Das et al.	Das,S.R.,Halpin,R.A.,Puri,V.,Akopov,A.,Fedorova,N.,Stockwell,T.,Amedeo,P.,Bishop,B.,Katzel,D.,Schobel,S.,Shrivastava,S.,Wentworth,D.E.,Caserta,M.	J. Craig Venter Institute	A	unassigned	56.25	mediocre	41044	54	15178	0.8438095238095238	1.0	1.0	[1979.0013698630137:1979.9986301369863]
KP258727	KP258727.1	KP258727	1997-XX-XX	North America	USA	New York		Homo sapiens	2014-12-21		Das et al.	Das,S.R.,Halpin,R.A.,Puri,V.,Akopov,A.,Fedorova,N.,Stockwell,T.,Amedeo,P.,Bishop,B.,Katzel,D.,Schobel,S.,Shrivastava,S.,Wentworth,D.E.,Caserta,M.	J. Craig Venter Institute	A.2.1	GA3.0.2	0.0	good	42690	42	15214	0.9965845648604268	1.0	1.0	[1997.0013698630137:1997.9986301369863]
KP258725	KP258725.1	KP258725	1980-XX-XX	North America	USA	New York		Homo sapiens	2014-12-21		Das et al.	Das,S.R.,Halpin,R.A.,Puri,V.,Akopov,A.,Fedorova,N.,Stockwell,T.,Amedeo,P.,Bishop,B.,Katzel,D.,Schobel,S.,Shrivastava,S.,Wentworth,D.E.,Caserta,M.	J. Craig Venter Institute	A	GA3	0.0	good	43137	42	15214	0.9965845648604268	1.0	1.0	[1980.0013661202186:1980.9986338797814]
KP258734	KP258734.1	KP258734	1989-XX-XX	North America	USA	New York		Homo sapiens	2014-12-21		Das et al.	Das,S.R.,Halpin,R.A.,Puri,V.,Akopov,A.,Fedorova,N.,Stockwell,T.,Amedeo,P.,Bishop,B.,Katzel,D.,Schobel,S.,Shrivastava,S.,Wentworth,D.E.,Caserta,M.	J. Craig Venter Institute	A.3	GA2.2	0.0	good	43331	42	15214	0.9965845648604268	1.0	1.0	[1989.0013698630137:1989.9986301369863]
KP258733	KP258733.1	KP258733	1984-XX-XX	North America	USA	New York		Homo sapiens	2014-12-21		Das et al.	Das,S.R.,Halpin,R.A.,Puri,V.,Akopov,A.,Fedorova,N.,Stockwell,T.,Amedeo,P.,Bishop,B.,Katzel,D.,Schobel,S.,Shrivastava,S.,Wentworth,D.E.,Caserta,M.	J. Craig Venter Institute	A.3	GA2.1	0.0	good	43345	42	15214	0.9965845648604268	1.0	1.0	[1984.0013661202186:1984.9986338797814]
KP258740	KP258740.1	KP258740	1993-XX-XX	North America	USA	New York		Homo sapiens	2014-12-21		Das et al.	Das,S.R.,Halpin,R.A.,Puri,V.,Akopov,A.,Fedorova,N.,Stockwell,T.,Amedeo,P.,Bishop,B.,Katzel,D.,Schobel,S.,Shrivastava,S.,Wentworth,D.E.,Caserta,M.	J. Craig Venter Institute	A.2	GA3.0.2	0.0	good	42839	42	15214	0.9965845648604268	1.0	1.0	[1993.0013698630137:1993.9986301369863]
KU316096	KU316096.1	KU316096	1996-XX-XX	North America	USA	Rochester	Ny	Homo sapiens	2016-01-30		Das et al.	Das,S.R.,Halpin,R.A.,Puri,V.,Akopov,A.,Fedorova,N.,Stockwell,T.,Amedeo,P.,Bishop,B.,Katzel,D.,Schobel,S.,Shrivastava,S.,Hall,C.B.,Tesini,B.L.,Schnabel,K.C.,Walsh,E.E.,Caserta,M.	J. Craig Venter Institute	A.2	GA3.0.2	0.0	good	42702	42	15214	0.9965845648604268	1.0	1.0	[1996.0013661202186:1996.9986338797814]
KU316109	KU316109.1	KU316109	1992-XX-XX	North America	USA	Rochester	Ny	Homo sapiens	2016-01-30		Das et al.	Das,S.R.,Halpin,R.A.,Puri,V.,Akopov,A.,Fedorova,N.,Stockwell,T.,Amedeo,P.,Bishop,B.,Katzel,D.,Schobel,S.,Shrivastava,S.,Hall,C.B.,Tesini,B.L.,Schnabel,K.C.,Walsh,E.E.,Caserta,M.	J. Craig Venter Institute	A.1	GA1	0.0	good	41078	43	15151	0.9923809523809524	1.0	1.0	[1992.0013661202186:1992.9986338797814]
KU316106	KU316106.1	KU316106	1977-XX-XX	North America	USA	Rochester	Ny	Homo sapiens	2016-01-30		Das et al.	Das,S.R.,Halpin,R.A.,Puri,V.,Akopov,A.,Fedorova,N.,Stockwell,T.,Amedeo,P.,Bishop,B.,Katzel,D.,Schobel,S.,Shrivastava,S.,Hall,C.B.,Tesini,B.L.,Schnabel,K.C.,Walsh,E.E.,Caserta,M.	J. Craig Venter Institute	A.1	GA1	56.25	mediocre	41586	43	15212	0.9963875205254517	1.0	1.0	[1977.0013698630137:1977.9986301369863]
KU316125	KU316125.1	KU316125	1984-XX-XX	North America	USA	Rochester	Ny	Homo sapiens	2016-01-30		Das et al.	Das,S.R.,Halpin,R.A.,Puri,V.,Akopov,A.,Fedorova,N.,Stockwell,T.,Amedeo,P.,Bishop,B.,Katzel,D.,Schobel,S.,Shrivastava,S.,Hall,C.B.,Tesini,B.L.,Schnabel,K.C.,Walsh,E.E.,Caserta,M.	J. Craig Venter Institute	A.3	GA2.1	0.0	good	42906	42	15148	0.9922495894909688	1.0	1.0	[1984.0013661202186:1984.9986338797814]
KU316131	KU316131.1	KU316131	1994-XX-XX	North America	USA	Rochester	Ny	Homo sapiens	2016-01-30		Das et al.	Das,S.R.,Halpin,R.A.,Puri,V.,Akopov,A.,Fedorova,N.,Stockwell,T.,Amedeo,P.,Bishop,B.,Katzel,D.,Schobel,S.,Shrivastava,S.,Hall,C.B.,Tesini,B.L.,Schnabel,K.C.,Walsh,E.E.,Caserta,M.	J. Craig Venter Institute	A.3	GA2.3	0.0	good	43779	42	15214	0.9965845648604268	1.0	1.0	[1994.0013698630137:1994.9986301369863]
KU316140	KU316140.1	KU316140	1978-XX-XX	North America	USA	Rochester	Ny	Homo sapiens	2016-01-30		Das et al.	Das,S.R.,Halpin,R.A.,Puri,V.,Akopov,A.,Fedorova,N.,Stockwell,T.,Amedeo,P.,Bishop,B.,Katzel,D.,Schobel,S.,Shrivastava,S.,Hall,C.B.,Tesini,B.L.,Schnabel,K.C.,Walsh,E.E.,Caserta,M.	J. Craig Venter Institute	A.1	GA1	56.25	mediocre	41586	43	15212	0.9963875205254517	1.0	1.0	[1978.0013698630137:1978.9986301369863]
KU316143	KU316143.1	KU316143	1982-XX-XX	North America	USA	Rochester	Ny	Homo sapiens	2016-01-30		Das et al.	Das,S.R.,Halpin,R.A.,Puri,V.,Akopov,A.,Fedorova,N.,Stockwell,T.,Amedeo,P.,Bishop,B.,Katzel,D.,Schobel,S.,Shrivastava,S.,Hall,C.B.,Tesini,B.L.,Schnabel,K.C.,Walsh,E.E.,Caserta,M.	J. Craig Venter Institute	A	unassigned	0.0	good	43244	1	15225	1.0	1.0	1.0	[1982.0013698630137:1982.9986301369863]
KU316153	KU316153.1	KU316153	1988-XX-XX	North America	USA	Rochester	Ny	Homo sapiens	2016-01-30		Das et al.	Das,S.R.,Halpin,R.A.,Puri,V.,Akopov,A.,Fedorova,N.,Stockwell,T.,Amedeo,P.,Bishop,B.,Katzel,D.,Schobel,S.,Shrivastava,S.,Hall,C.B.,Tesini,B.L.,Schnabel,K.C.,Walsh,E.E.,Caserta,M.	J. Craig Venter Institute	A.1	GA1	56.25	mediocre	41368	42	15212	0.9964532019704434	1.0	1.0	[1988.0013661202186:1988.9986338797814]
KU316154	KU316154.1	KU316154	1985-XX-XX	North America	USA	Rochester	Ny	Homo sapiens	2016-01-30		Das et al.	Das,S.R.,Halpin,R.A.,Puri,V.,Akopov,A.,Fedorova,N.,Stockwell,T.,Amedeo,P.,Bishop,B.,Katzel,D.,Schobel,S.,Shrivastava,S.,Hall,C.B.,Tesini,B.L.,Schnabel,K.C.,Walsh,E.E.,Caserta,M.	J. Craig Venter Institute	A.1	GA1	56.25	mediocre	41374	43	15211	0.9963218390804598	1.0	1.0	[1985.0013698630137:1985.9986301369863]
KU316176	KU316176.1	KU316176	1990-XX-XX	North America	USA	Rochester	Ny	Homo sapiens	2016-01-30		Das et al.	Das,S.R.,Halpin,R.A.,Puri,V.,Akopov,A.,Fedorova,N.,Stockwell,T.,Amedeo,P.,Bishop,B.,Katzel,D.,Schobel,S.,Shrivastava,S.,Hall,C.B.,Tesini,B.L.,Schnabel,K.C.,Walsh,E.E.,Caserta,M.	J. Craig Venter Institute	A.2	GA3.0.2	0.0	good	42882	42	15214	0.9965845648604268	1.0	1.0	[1990.0013698630137:1990.9986301369863]
KU950573	KU950573.1	KU950573	2006-01-07	North America	USA			Homo sapiens	2016-04-06		Das et al.	Das,S.R.,Halpin,R.A.,Shilts,M.,Puri,V.,Akopov,A.,Fedorova,N.,Stockwell,T.,Amedeo,P.,Bishop,B.,Katzel,D.,Schobel,S.,Shrivastava,S.,Hartert,T.	J. Craig Venter Institute	A.3	GA2.3	0.0	good	43168	1	15052	0.9886371100164204	1.0	1.0	2006.017808219178
KU950592	KU950592.1	KU950592	2012-08-27	North America	USA			Homo sapiens	2016-04-06		Das et al.	Das,S.R.,Halpin,R.A.,Shilts,M.,Puri,V.,Akopov,A.,Fedorova,N.,Stockwell,T.,Amedeo,P.,Bishop,B.,Katzel,D.,Schobel,S.,Shrivastava,S.,Hartert,T.	J. Craig Venter Institute	A.D	GA2.3.5	0.0	good	45048	6	15161	0.9954679802955664	1.0	1.0	2012.6543715846994
JF920063	JF920063.1	JF920063	1998-02-18	North America	USA	Milwaukee	Wi	Homo sapiens	2011-10-23		Rebuffo-Scheer et al.	Rebuffo-Scheer,C.,Bose,M.E.,He,J.,Khaja,S.,Ulatowski,M.,Beck,E.T.,Fan,J.,Kumar,S.,Nelson,M.I.,Henrickson,K.J.	Medical College of Wisconsin, Pediatrics - Infectious Diseases	A.3	GA2.2	0.0	good	42395	1	15160	0.9525779967159278	1.0	1.0	1998.1328767123289
JF920067	JF920067.2	JF920067	1998-05-17	North America	USA	Milwaukee	Wi	Homo sapiens	2011-10-23		Rebuffo-Scheer et al.	Rebuffo-Scheer,C.,Bose,M.E.,He,J.,Khaja,S.,Ulatowski,M.,Beck,E.T.,Fan,J.,Kumar,S.,Nelson,M.I.,Henrickson,K.J.	Medical College of Wisconsin, Pediatrics - Infectious Diseases	A.3	GA2.2	6.25	good	41932	1	15117	0.9296551724137933	1.0	1.0	1998.3739726027397
JQ901447	JQ901447.1	JQ901447	2001-01-03	Europe	Netherlands			Homo sapiens	2012-11-01		Tan et al.	Tan,L.,Lemey,P.,Houspie,L.,C Viveen,M.,Jansen,N.J.,van Loon,A.M.,Wiertz,E.,van Bleek,G.M.,Martin,D.P.,Coenjaerts,F.E.,Viveen,M.,Coenjaerts,F.E.J.	University Medical Center Utrecht, Medical Microbiology	A.3	GA2.3.2	1.5625	good	44208	1	15225	0.9999343185550084	1.0	1.0	2001.0068493150684
JX015482	JX015482.1	BE06-6650	2006-11-22	Europe	Belgium			Homo sapiens	2012-11-01		Tan et al.	Tan,L.,Lemey,P.,Houspie,L.,C Viveen,M.,Jansen,N.J.,van Loon,A.M.,Wiertz,E.,van Bleek,G.M.,Martin,D.P.,Coenjaerts,F.E.,Viveen,M.,Coenjaerts,F.E.J.	University Medical Center Utrecht, Medical Microbiology	A.3.1	GA2.3.3	0.0	good	44635	31	15224	0.9979638752052544	1.0	1.0	2006.8917808219178
KF826824	KF826824.1	KF826824	1998-10-28	North America	USA	Se Wisconsin		Homo sapiens	2013-11-25		Lorenzi et al.	Lorenzi,H.,Town,C.,Halpin,R.,Bera,J.,Ransier,A.,Fedorova,N.,Stockwell,T.,Amedeo,P.,Appalla,L.,Bishop,B.,Edworthy,P.,Gupta,N.,Hoover,J.,Katzel,D.,Li,K.,Schobel,S.,Shrivastava,S.,Thovarai,V.,Wang,S.,Rebuffo-Scheer,C.,Fan,J.,He,J.,Kehl,S.C.,Lederboer,N.,Jurgens,L.A.,Bose,M.E.,Beck,E.T.,Kumar,S.,Wentworth,D.E.,Henrickson,K.J.	J. Craig Venter Institute	A.2.1	GA3.0.2	0.0	good	42805	1	15206	0.998752052545156	1.0	1.0	1998.823287671233
