accession	genbank_accession_rev	strain	date	region	country	division	location	host	date_submitted	sra_accession	abbr_authors	authors	institution	clade	G_clade	qc.overallScore	qc.overallStatus	alignmentScore	alignmentStart	alignmentEnd	genome_coverage	G_coverage	F_coverage	num_date
OK649670	OK649670.1	OK649670	1995-XX-XX	North America	USA			Homo sapiens	2021-11-07		Wang et al.	Wang,L.,Ng,T.F.F.,Castro,C.J.,Marine,R.L.,Magana,L.C.,Esona,M.,Peret,T.C.T.,Thornburg,N.J.	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	A.1	GA1	56.25	mediocre	41369	1	15225	1.0	1.0	1.0	[1995.0013698630137:1995.9986301369863]
OK649676	OK649676.1	OK649676	1993-XX-XX	North America	USA			Homo sapiens	2021-11-07		Wang et al.	Wang,L.,Ng,T.F.F.,Castro,C.J.,Marine,R.L.,Magana,L.C.,Esona,M.,Peret,T.C.T.,Thornburg,N.J.	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	A.2	GA3.0.2	0.0	good	42987	1	15225	1.0	1.0	1.0	[1993.0013698630137:1993.9986301369863]
OK649674	OK649674.1	OK649674	1995-XX-XX	North America	USA			Homo sapiens	2021-11-07		Wang et al.	Wang,L.,Ng,T.F.F.,Castro,C.J.,Marine,R.L.,Magana,L.C.,Esona,M.,Peret,T.C.T.,Thornburg,N.J.	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	A.2	GA3.0.2	0.0	good	42920	1	15225	1.0	1.0	1.0	[1995.0013698630137:1995.9986301369863]
OK649678	OK649678.1	OK649678	2005-XX-XX	North America	USA			Homo sapiens	2021-11-07		Wang et al.	Wang,L.,Ng,T.F.F.,Castro,C.J.,Marine,R.L.,Magana,L.C.,Esona,M.,Peret,T.C.T.,Thornburg,N.J.	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	A.3	GA2.2	0.0	good	42904	1	15225	1.0	1.0	1.0	[2005.0013698630137:2005.9986301369863]
OK649677	OK649677.1	OK649677	2004-XX-XX	North America	USA			Homo sapiens	2021-11-07		Wang et al.	Wang,L.,Ng,T.F.F.,Castro,C.J.,Marine,R.L.,Magana,L.C.,Esona,M.,Peret,T.C.T.,Thornburg,N.J.	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	A.2.1.1	GA3.0.2	0.0	good	42637	1	15225	1.0	1.0	1.0	[2004.0013661202186:2004.9986338797814]
OK649679	OK649679.1	OK649679	2005-XX-XX	North America	USA			Homo sapiens	2021-11-07		Wang et al.	Wang,L.,Ng,T.F.F.,Castro,C.J.,Marine,R.L.,Magana,L.C.,Esona,M.,Peret,T.C.T.,Thornburg,N.J.	Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases	A.3	GA2.3.2b	0.0	good	44020	1	15225	1.0	1.0	1.0	[2005.0013698630137:2005.9986301369863]
OM857214	OM857214.1	OM857214	2020-11-19	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al.	Eden,J.-S.,Sikazwe,C.,Levy,A.,Deng,Y.-M.,Dhanasekaran,V.,Smith,D.W.,Kok,J.,Barr,I.G.	The University of Sydney, Sydney Institute for Infectious Diseases	A.D.1.3	GA2.3.5	0.0	good	44085	70	15029	0.9825944170771757	1.0	1.0	2020.8838797814208
OM857223	OM857223.1	OM857223	2020-11-15	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al.	Eden,J.-S.,Sikazwe,C.,Levy,A.,Deng,Y.-M.,Dhanasekaran,V.,Smith,D.W.,Kok,J.,Barr,I.G.	The University of Sydney, Sydney Institute for Infectious Diseases	A.D.1.3	GA2.3.5	0.0	good	44085	70	15029	0.9825944170771757	1.0	1.0	2020.872950819672
OM857263	OM857263.1	OM857263	2021-02-06	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al.	Eden,J.-S.,Sikazwe,C.,Levy,A.,Deng,Y.-M.,Dhanasekaran,V.,Smith,D.W.,Kok,J.,Barr,I.G.	The University of Sydney, Sydney Institute for Infectious Diseases	A.D.1.3	GA2.3.5	0.0	good	44763	24	15225	0.9984893267651888	1.0	1.0	2021.1
OM857267	OM857267.1	OM857267	2021-01-02	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al.	Eden,J.-S.,Sikazwe,C.,Levy,A.,Deng,Y.-M.,Dhanasekaran,V.,Smith,D.W.,Kok,J.,Barr,I.G.	The University of Sydney, Sydney Institute for Infectious Diseases	A.D.1.3	GA2.3.5	0.0	good	44822	1	15215	0.999343185550082	1.0	1.0	2021.004109589041
OM857356	OM857356.1	OM857356	2021-02-07	Oceania	Australia			Homo sapiens	2022-04-06		Eden et al.	Eden,J.-S.,Sikazwe,C.,Levy,A.,Deng,Y.-M.,Dhanasekaran,V.,Smith,D.W.,Kok,J.,Barr,I.G.	The University of Sydney, Sydney Institute for Infectious Diseases	A.D.1.3	GA2.3.5	0.0	good	44760	25	15225	0.998423645320197	1.0	1.0	2021.1027397260275
ON237224	ON237224.1	HRSV/A/Argentina/BA-HNRG-020/2014	2014-05-27	South America	Argentina	Buenos Aires	Bella Vista AR	Homo sapiens	2023-02-11		Goya et al.	Goya,S.,Lucion,M.F.,Shilts,M.H.,Juarez,M.D.V.,Gentile,A.,Mistchenko,A.S.,Viegas,M.,Das,S.R.	Ricardo Gutierrez Children's Hospital, Virology Laboratory	A.D	GA2.3.5	1.5625	good	44617	14	15066	0.9886371100164204	1.0	1.0	2014.4013698630138
ON237236	ON237236.1	HRSV/A/Argentina/BA-HNRG-058/2014	2014-06-23	South America	Argentina	Buenos Aires		Homo sapiens	2023-02-11		Goya et al.	Goya,S.,Lucion,M.F.,Shilts,M.H.,Juarez,M.D.V.,Gentile,A.,Mistchenko,A.S.,Viegas,M.,Das,S.R.	Ricardo Gutierrez Children's Hospital, Virology Laboratory	A.D	GA2.3.5	14.0625	good	45209	15	15225	0.9988834154351396	1.0	1.0	2014.4753424657533
ON237234	ON237234.1	HRSV/A/Argentina/BA-HNRG-052/2014	2014-06-18	South America	Argentina	Buenos Aires	Grand Bourg	Homo sapiens	2023-02-11		Goya et al.	Goya,S.,Lucion,M.F.,Shilts,M.H.,Juarez,M.D.V.,Gentile,A.,Mistchenko,A.S.,Viegas,M.,Das,S.R.	Ricardo Gutierrez Children's Hospital, Virology Laboratory	A.D	GA2.3.5	0.0	good	45165	8	15225	0.9995402298850574	1.0	1.0	2014.4616438356165
ON237245	ON237245.1	HRSV/A/Argentina/BA-HNRG-099/2014	2014-09-01	South America	Argentina			Homo sapiens	2023-02-11		Goya et al.	Goya,S.,Lucion,M.F.,Shilts,M.H.,Juarez,M.D.V.,Gentile,A.,Mistchenko,A.S.,Viegas,M.,Das,S.R.	Ricardo Gutierrez Children's Hospital, Virology Laboratory	A.D	GA2.3.5	0.0	good	45161	15	15225	0.999080459770115	1.0	1.0	2014.6671232876713
ON237253	ON237253.1	HRSV/A/Argentina/BA-HNRG-134/2015	2015-06-03	South America	Argentina	Buenos Aires		Homo sapiens	2023-02-11		Goya et al.	Goya,S.,Lucion,M.F.,Shilts,M.H.,Juarez,M.D.V.,Gentile,A.,Mistchenko,A.S.,Viegas,M.,Das,S.R.	Ricardo Gutierrez Children's Hospital, Virology Laboratory	A.D.2.2	GA2.3.5	0.0	good	45360	8	15225	0.9995402298850574	1.0	1.0	2015.4205479452055
ON237258	ON237258.1	HRSV/A/Argentina/BA-HNRG-149/2015	2015-06-16	South America	Argentina	Buenos Aires	Moreno AR	Homo sapiens	2023-02-11		Goya et al.	Goya,S.,Lucion,M.F.,Shilts,M.H.,Juarez,M.D.V.,Gentile,A.,Mistchenko,A.S.,Viegas,M.,Das,S.R.	Ricardo Gutierrez Children's Hospital, Virology Laboratory	A.D	GA2.3.5	0.0	good	45134	8	15225	0.9995402298850574	1.0	1.0	2015.4561643835616
ON237272	ON237272.1	HRSV/A/Argentina/BA-HNRG-197/2015	2015-08-03	South America	Argentina	Buenos Aires	San Miguel AR	Homo sapiens	2023-02-11		Goya et al.	Goya,S.,Lucion,M.F.,Shilts,M.H.,Juarez,M.D.V.,Gentile,A.,Mistchenko,A.S.,Viegas,M.,Das,S.R.	Ricardo Gutierrez Children's Hospital, Virology Laboratory	A.D.2	GA2.3.5	0.0	good	45187	15	15220	0.998752052545156	1.0	1.0	2015.5876712328768
ON237271	ON237271.1	HRSV/A/Argentina/BA-HNRG-188/2015	2015-07-22	South America	Argentina	Buenos Aires	La Matanza	Homo sapiens	2023-02-11		Goya et al.	Goya,S.,Lucion,M.F.,Shilts,M.H.,Juarez,M.D.V.,Gentile,A.,Mistchenko,A.S.,Viegas,M.,Das,S.R.	Ricardo Gutierrez Children's Hospital, Virology Laboratory	A.D.5	GA2.3.5	0.0	good	45017	15	15220	0.998752052545156	1.0	1.0	2015.554794520548
ON237276	ON237276.1	HRSV/A/Argentina/BA-HNRG-217/2016	2016-05-16	South America	Argentina	Buenos Aires		Homo sapiens	2023-02-11		Goya et al.	Goya,S.,Lucion,M.F.,Shilts,M.H.,Juarez,M.D.V.,Gentile,A.,Mistchenko,A.S.,Viegas,M.,Das,S.R.	Ricardo Gutierrez Children's Hospital, Virology Laboratory	A.D	GA2.3.5	0.0	good	44924	15	15220	0.998752052545156	1.0	1.0	2016.372950819672
ON237307	ON237307.1	HRSV/A/Argentina/BA-HNRG-321/2017	2017-05-22	South America	Argentina	Buenos Aires	La Matanza	Homo sapiens	2023-02-11		Goya et al.	Goya,S.,Lucion,M.F.,Shilts,M.H.,Juarez,M.D.V.,Gentile,A.,Mistchenko,A.S.,Viegas,M.,Das,S.R.	Ricardo Gutierrez Children's Hospital, Virology Laboratory	A.D.2.2	GA2.3.5	0.0	good	45261	9	15220	0.9991461412151068	1.0	1.0	2017.3876712328768
ON237324	ON237324.1	HRSV/A/Argentina/BA-HNRG-345/2017	2017-06-08	South America	Argentina	Buenos Aires		Homo sapiens	2023-02-11		Goya et al.	Goya,S.,Lucion,M.F.,Shilts,M.H.,Juarez,M.D.V.,Gentile,A.,Mistchenko,A.S.,Viegas,M.,Das,S.R.	Ricardo Gutierrez Children's Hospital, Virology Laboratory	A.D.2.2	GA2.3.5	0.0	good	45199	14	15220	0.9988177339901478	1.0	1.0	2017.4342465753425
ON237329	ON237329.1	HRSV/A/Argentina/BA-HNRG-352/2017	2017-06-13	South America	Argentina	Buenos Aires	Lanús	Homo sapiens	2023-02-11		Goya et al.	Goya,S.,Lucion,M.F.,Shilts,M.H.,Juarez,M.D.V.,Gentile,A.,Mistchenko,A.S.,Viegas,M.,Das,S.R.	Ricardo Gutierrez Children's Hospital, Virology Laboratory	A.D.2.2	GA2.3.5	6.25	good	45153	15	15225	0.9989490968801312	1.0	1.0	2017.4479452054795
OP744430	OP744430.1	Kilifi/RSVA/HF20012_21/03/2021	2021-03-21	Africa	Kenya	Kilifi		Homo sapiens	2022-12-06		Lambisia et al.	Lambisia,A.W.,Makori,T.O.,Mutunga,M.,Lewa,C.,Githinji,G.,Agoti,C.N.,Nokes,J.D.	KEMRI-Wellcome Trust, Kilifi, Kenya, Epidemiology and Demography	A.D.5	GA2.3.5	56.25	mediocre	43316	236	15014	0.9688669950738916	1.0	1.0	2021.217808219178
OP744438	OP744438.1	Kilifi/RSVA/HF20007_16/03/2021	2021-03-16	Africa	Kenya	Kilifi		Homo sapiens	2022-12-06		Lambisia et al.	Lambisia,A.W.,Makori,T.O.,Mutunga,M.,Lewa,C.,Githinji,G.,Agoti,C.N.,Nokes,J.D.	KEMRI-Wellcome Trust, Kilifi, Kenya, Epidemiology and Demography	A.D.1	GA2.3.5	0.0	good	43353	236	15014	0.9686699507389164	1.0	1.0	2021.204109589041
OP744442	OP744442.1	Kilifi/RSVA/HF20011_20/03/2021	2021-03-20	Africa	Kenya	Kilifi		Homo sapiens	2022-12-06		Lambisia et al.	Lambisia,A.W.,Makori,T.O.,Mutunga,M.,Lewa,C.,Githinji,G.,Agoti,C.N.,Nokes,J.D.	KEMRI-Wellcome Trust, Kilifi, Kenya, Epidemiology and Demography	A.D.4	GA2.3.5	0.0	good	43199	236	15014	0.9688013136289	1.0	1.0	2021.2150684931507
OP890317	OP890317.1	hRSV/A/USA/202226672/2022	2022-XX-XX	North America	USA	Washington		Homo sapiens	2022-12-04	SRR22580740	Goya et al.	Goya,S.,Sereewit,J.,Pfalmer,D.,Nguyen,T.,Bakhash,S.A.K.M.,Sobolik,E.B.,Greninger,A.L.,Sobolik,E.	UW Virology, Laboratory Medicine	A.D.5.2	GA2.3.5	0.0	good	44827	1	15225	1.0	1.0	1.0	[2022.0013698630137:2022.9986301369863]
OQ171893	OQ171893.1	RSV/Human/USA/MA-Broad_MGB-13814/2022	2022-07-26	North America	USA	Massachusetts		Homo sapiens	2023-01-05	SRR22865256	Adams et al.	Adams,G.,Uddin,R.,Messer,K.,Dobbins,S.,Kotzen,B.,Siddle,K.J.,Petros,B.,Paull,J.,Brock-Fisher,T.,Levine,Z.,Krasilnikova,L.,Negrete-Arenas,F.,Tomkins-Tinch,C.,Chaluvadi,S.,Marmol,C.,DeRuff,K.,Loreth,C.,Birren,B.W.,Park,D.J.,MacInnis,B.L.,Sabeti,P.C.,Rosenberg,E.,Turbett,S.,Lemieux,J.E.	Broad Institute of Harvard and MIT, Infectious Disease Program	A.D.3	GA2.3.5	126.5625	bad	44530	1	15137	0.9927093596059112	1.0	1.0	2022.5657534246575
MF001056	MF001056.1	MF001056	2015-XX-XX	North America	USA			Homo sapiens	2017-05-28		Greninger et al.	Greninger,A.L.,Makhsous,N.,Kuypers,J.,Shean,R.C.,Jerome,K.R.,Kuypers,J.M.	UW, Lab Medicine	A.3.1.1	GA2.3.3	0.0	good	44381	1	15085	0.9908045977011494	1.0	1.0	[2015.0013698630137:2015.9986301369863]
MG027860	MG027860.1	RSV-A/US/BID-V8534/2003	2003-XX-XX	North America	USA			Homo sapiens	2017-12-27	SRR5408822	Newman et al.	Newman,R.M.,Zody,M.C.,DeVincenzo,J.P.,Grad,Y.,Lipsitch,M.,Murphy,R.,Fitzgerald,M.,Young,S.,Gargeya,S.,Poon,T.W.,Charlebois,P.,Weiner,B.,Yang,X.,Piper,M.E.,McCowan,C.,Ireland,A.,Levin,J.,Malboeuf,C.,Qu,J.,Chapman,S.B.,Murphy,C.,Wortman,J.,Nusbaum,C.,Birren,B.	Broad Institute, Infectious Disease Initiative	A.2.1	GA3.0.2	0.0	good	42290	5	15225	0.9982922824302136	1.0	1.0	[2003.0013698630137:2003.9986301369863]
MG027862	MG027862.1	RSV-A/US/BID-V8392/2003	2003-XX-XX	North America	USA			Homo sapiens	2017-12-27	SRR5408827	Newman et al.	Newman,R.M.,Zody,M.C.,DeVincenzo,J.P.,Grad,Y.,Lipsitch,M.,Murphy,R.,Fitzgerald,M.,Young,S.,Gargeya,S.,Poon,T.W.,Charlebois,P.,Weiner,B.,Yang,X.,Piper,M.E.,McCowan,C.,Ireland,A.,Levin,J.,Malboeuf,C.,Qu,J.,Chapman,S.B.,Murphy,C.,Wortman,J.,Nusbaum,C.,Birren,B.	Broad Institute, Infectious Disease Initiative	A.2.1.1	GA3.0.2	0.0	good	42608	12	15225	0.9992775041050904	1.0	1.0	[2003.0013698630137:2003.9986301369863]
MG642034	MG642034.1	MG642034	1985-XX-XX	North America	USA	Rochester	Ny	Homo sapiens	2017-12-13		Shabman et al.	Shabman,R.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Pickett,B.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Hall,C.B.,Tesini,B.L.,Schnabel,K.C.,Walsh,E.E.,Caserta,M.	J. Craig Venter Institute	A.3	GA2.2	0.0	good	43445	42	15214	0.9965845648604268	1.0	1.0	[1985.0013698630137:1985.9986301369863]
MG642028	MG642028.1	MG642028	1980-XX-XX	North America	USA	Rochester	Ny	Homo sapiens	2017-12-13		Shabman et al.	Shabman,R.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Pickett,B.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Hall,C.B.,Tesini,B.L.,Schnabel,K.C.,Walsh,E.E.,Caserta,M.	J. Craig Venter Institute	A	GA3	0.0	good	43130	43	15214	0.9965188834154352	1.0	1.0	[1980.0013661202186:1980.9986338797814]
MG642041	MG642041.1	MG642041	1985-XX-XX	North America	USA	Rochester	Ny	Homo sapiens	2017-12-13		Shabman et al.	Shabman,R.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Pickett,B.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Hall,C.B.,Tesini,B.L.,Schnabel,K.C.,Walsh,E.E.,Caserta,M.	J. Craig Venter Institute	A	unassigned	0.0	good	40842	42	15214	0.8315927750410509	1.0	1.0	[1985.0013698630137:1985.9986301369863]
MG642035	MG642035.1	MG642035	1984-XX-XX	North America	USA	Rochester	Ny	Homo sapiens	2017-12-13		Shabman et al.	Shabman,R.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Pickett,B.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Hall,C.B.,Tesini,B.L.,Schnabel,K.C.,Walsh,E.E.,Caserta,M.	J. Craig Venter Institute	A.3	GA2.1	0.0	good	43353	42	15214	0.9965845648604268	1.0	1.0	[1984.0013661202186:1984.9986338797814]
MG642024	MG642024.1	MG642024	1981-XX-XX	North America	USA	Rochester	Ny	Homo sapiens	2017-12-13		Shabman et al.	Shabman,R.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Pickett,B.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Hall,C.B.,Tesini,B.L.,Schnabel,K.C.,Walsh,E.E.,Caserta,M.	J. Craig Venter Institute	A	GA3	0.0	good	43141	43	15214	0.9965188834154352	1.0	1.0	[1981.0013698630137:1981.9986301369863]
MG642033	MG642033.1	MG642033	1994-XX-XX	North America	USA	Rochester	Ny	Homo sapiens	2017-12-13		Shabman et al.	Shabman,R.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Pickett,B.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Hall,C.B.,Tesini,B.L.,Schnabel,K.C.,Walsh,E.E.,Caserta,M.	J. Craig Venter Institute	A.3	GA2.3	0.0	good	43772	42	15214	0.9965845648604268	1.0	1.0	[1994.0013698630137:1994.9986301369863]
MG642032	MG642032.1	MG642032	1980-XX-XX	North America	USA	Rochester	Ny	Homo sapiens	2017-12-13		Shabman et al.	Shabman,R.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Pickett,B.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Hall,C.B.,Tesini,B.L.,Schnabel,K.C.,Walsh,E.E.,Caserta,M.	J. Craig Venter Institute	A	GA3	0.0	good	43138	43	15214	0.9965188834154352	1.0	1.0	[1980.0013661202186:1980.9986338797814]
MG642026	MG642026.1	MG642026	1982-XX-XX	North America	USA	Rochester	Ny	Homo sapiens	2017-12-13		Shabman et al.	Shabman,R.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Pickett,B.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Hall,C.B.,Tesini,B.L.,Schnabel,K.C.,Walsh,E.E.,Caserta,M.	J. Craig Venter Institute	A.3	GA2	0.0	good	43627	42	15214	0.9965845648604268	1.0	1.0	[1982.0013698630137:1982.9986301369863]
MG642030	MG642030.1	MG642030	1988-XX-XX	North America	USA	Rochester	Ny	Homo sapiens	2017-12-13		Shabman et al.	Shabman,R.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Pickett,B.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Hall,C.B.,Tesini,B.L.,Schnabel,K.C.,Walsh,E.E.,Caserta,M.	J. Craig Venter Institute	A.3	GA2.2	0.0	good	43301	42	15214	0.9965845648604268	1.0	1.0	[1988.0013661202186:1988.9986338797814]
MG642038	MG642038.1	MG642038	1985-XX-XX	North America	USA	Rochester	Ny	Homo sapiens	2017-12-13		Shabman et al.	Shabman,R.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Pickett,B.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Hall,C.B.,Tesini,B.L.,Schnabel,K.C.,Walsh,E.E.,Caserta,M.	J. Craig Venter Institute	A.1	GA1	56.25	mediocre	41393	43	15212	0.9963875205254517	1.0	1.0	[1985.0013698630137:1985.9986301369863]
MG642040	MG642040.1	MG642040	1980-XX-XX	North America	USA	Rochester	Ny	Homo sapiens	2017-12-13		Shabman et al.	Shabman,R.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Pickett,B.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Hall,C.B.,Tesini,B.L.,Schnabel,K.C.,Walsh,E.E.,Caserta,M.	J. Craig Venter Institute	A	GA3	0.0	good	43150	43	15214	0.9965188834154352	1.0	1.0	[1980.0013661202186:1980.9986338797814]
MG642031	MG642031.1	MG642031	1982-XX-XX	North America	USA	Rochester	Ny	Homo sapiens	2017-12-13		Shabman et al.	Shabman,R.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Pickett,B.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Hall,C.B.,Tesini,B.L.,Schnabel,K.C.,Walsh,E.E.,Caserta,M.	J. Craig Venter Institute	A.2	GA3.0.1	0.0	good	43062	42	15214	0.9965845648604268	1.0	1.0	[1982.0013698630137:1982.9986301369863]
MG642048	MG642048.1	MG642048	1990-XX-XX	North America	USA	Rochester	Ny	Homo sapiens	2017-12-13		Shabman et al.	Shabman,R.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Pickett,B.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Hall,C.B.,Tesini,B.L.,Schnabel,K.C.,Walsh,E.E.,Caserta,M.	J. Craig Venter Institute	A.2	GA3.0.2	56.25	mediocre	42847	42	15214	0.9965845648604268	1.0	1.0	[1990.0013698630137:1990.9986301369863]
MG642055	MG642055.1	MG642055	1990-XX-XX	North America	USA	Rochester	Ny	Homo sapiens	2017-12-13		Shabman et al.	Shabman,R.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Pickett,B.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Hall,C.B.,Tesini,B.L.,Schnabel,K.C.,Walsh,E.E.,Caserta,M.	J. Craig Venter Institute	A.2	GA3.0.2	0.0	good	42878	42	15214	0.9965845648604268	1.0	1.0	[1990.0013698630137:1990.9986301369863]
MG642052	MG642052.1	MG642052	1994-XX-XX	North America	USA	Rochester	Ny	Homo sapiens	2017-12-13		Shabman et al.	Shabman,R.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Pickett,B.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Hall,C.B.,Tesini,B.L.,Schnabel,K.C.,Walsh,E.E.,Caserta,M.	J. Craig Venter Institute	A.2	GA3.0.2	0.0	good	42796	42	15214	0.9965845648604268	1.0	1.0	[1994.0013698630137:1994.9986301369863]
MG642056	MG642056.1	MG642056	1982-XX-XX	North America	USA	Rochester	Ny	Homo sapiens	2017-12-13		Shabman et al.	Shabman,R.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Pickett,B.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Hall,C.B.,Tesini,B.L.,Schnabel,K.C.,Walsh,E.E.,Caserta,M.	J. Craig Venter Institute	A.3	GA2	0.0	good	43631	42	15214	0.9965845648604268	1.0	1.0	[1982.0013698630137:1982.9986301369863]
MG642058	MG642058.1	MG642058	1980-XX-XX	North America	USA	Rochester	Ny	Homo sapiens	2017-12-13		Shabman et al.	Shabman,R.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Pickett,B.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Hall,C.B.,Tesini,B.L.,Schnabel,K.C.,Walsh,E.E.,Caserta,M.	J. Craig Venter Institute	A	GA3	0.0	good	43150	43	15214	0.9965188834154352	1.0	1.0	[1980.0013661202186:1980.9986338797814]
MG642063	MG642063.1	MG642063	1982-XX-XX	North America	USA	Rochester	Ny	Homo sapiens	2017-12-13		Shabman et al.	Shabman,R.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Pickett,B.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Hall,C.B.,Tesini,B.L.,Schnabel,K.C.,Walsh,E.E.,Caserta,M.	J. Craig Venter Institute	A.3	GA2	0.0	good	43411	42	15214	0.9965845648604268	1.0	1.0	[1982.0013698630137:1982.9986301369863]
MG642060	MG642060.1	MG642060	1980-XX-XX	North America	USA	Rochester	Ny	Homo sapiens	2017-12-13		Shabman et al.	Shabman,R.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Pickett,B.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Hall,C.B.,Tesini,B.L.,Schnabel,K.C.,Walsh,E.E.,Caserta,M.	J. Craig Venter Institute	A.1	GA1	56.25	mediocre	41504	43	15212	0.9963875205254517	1.0	1.0	[1980.0013661202186:1980.9986338797814]
MG642067	MG642067.1	MG642067	1987-XX-XX	North America	USA	Rochester	Ny	Homo sapiens	2017-12-13		Shabman et al.	Shabman,R.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Pickett,B.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Hall,C.B.,Tesini,B.L.,Schnabel,K.C.,Walsh,E.E.,Caserta,M.	J. Craig Venter Institute	A.1	GA1	56.25	mediocre	41364	42	15212	0.9964532019704434	1.0	1.0	[1987.0013698630137:1987.9986301369863]
MG642061	MG642061.1	MG642061	1994-XX-XX	North America	USA	Rochester	Ny	Homo sapiens	2017-12-13		Shabman et al.	Shabman,R.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Pickett,B.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Hall,C.B.,Tesini,B.L.,Schnabel,K.C.,Walsh,E.E.,Caserta,M.	J. Craig Venter Institute	A.2	GA3.0.2	0.0	good	42792	42	15214	0.9965845648604268	1.0	1.0	[1994.0013698630137:1994.9986301369863]
MG642074	MG642074.1	MG642074	1980-XX-XX	North America	USA	Rochester	Ny	Homo sapiens	2017-12-13		Shabman et al.	Shabman,R.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Pickett,B.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Hall,C.B.,Tesini,B.L.,Schnabel,K.C.,Walsh,E.E.,Caserta,M.	J. Craig Venter Institute	A	unassigned	0.0	good	43139	42	15214	0.9965845648604268	1.0	1.0	[1980.0013661202186:1980.9986338797814]
