accession	genbank_accession_rev	strain	date	region	country	division	location	host	date_submitted	sra_accession	abbr_authors	authors	institution	clade	G_clade	qc.overallScore	qc.overallStatus	alignmentScore	alignmentStart	alignmentEnd	genome_coverage	G_coverage	F_coverage	num_date
PP504644	PP504644.1	MN-MDH-RSVA-00212	2023-11-13	North America	USA	Minnesota		Homo sapiens	2024-03-26	SRR28151051	Kunerth et al.	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab	A.D.1.6	GA2.3.5	0.0	good	43740	82	15128	0.9542200328407224	1.0	1.0	2023.8671232876711
PP525303	PP525303.1	b39	2016-XX-XX	North America	USA	Philadelphia	Pa	Homo sapiens	2024-03-31		Musa et al.	Musa,A.O.,Faber,S.R.,Lopez,C.B.	Washington University in St. Louis, Molecular Microbiology	A.D	GA2.3.5	3.484444	good	44529	1	15148	0.9949425287356322	1.0	1.0	[2016.0013661202186:2016.9986338797814]
PP525306	PP525306.1	H82	2017-XX-XX	North America	USA	Philadelphia	Pa	Homo sapiens	2024-03-31		Musa et al.	Musa,A.O.,Faber,S.R.,Lopez,C.B.	Washington University in St. Louis, Molecular Microbiology	A.D.1	GA2.3.5	0.0	good	44960	1	15225	1.0	1.0	1.0	[2017.0013698630137:2017.9986301369863]
PP525302	PP525302.1	b37	2016-XX-XX	North America	USA	Philadelphia	Pa	Homo sapiens	2024-03-31		Musa et al.	Musa,A.O.,Faber,S.R.,Lopez,C.B.	Washington University in St. Louis, Molecular Microbiology	A.D	GA2.3.5	0.0	good	44551	27	15047	0.9866009852216748	1.0	1.0	[2016.0013661202186:2016.9986338797814]
PP525313	PP525313.1	b42	2016-XX-XX	North America	USA	Philadelphia	Pa	Homo sapiens	2024-03-31		Musa et al.	Musa,A.O.,Faber,S.R.,Lopez,C.B.	Washington University in St. Louis, Molecular Microbiology	A.D.2.2	GA2.3.5	0.0	good	44776	18	15091	0.9900821018062398	1.0	1.0	[2016.0013661202186:2016.9986338797814]
PP525309	PP525309.1	b23	2015-XX-XX	North America	USA	Philadelphia	Pa	Homo sapiens	2024-03-31		Musa et al.	Musa,A.O.,Faber,S.R.,Lopez,C.B.	Washington University in St. Louis, Molecular Microbiology	A.D	GA2.3.5	0.0	good	44611	1	15073	0.990016420361248	1.0	1.0	[2015.0013698630137:2015.9986301369863]
PP525310	PP525310.1	b26	2015-XX-XX	North America	USA	Philadelphia	Pa	Homo sapiens	2024-03-31		Musa et al.	Musa,A.O.,Faber,S.R.,Lopez,C.B.	Washington University in St. Louis, Molecular Microbiology	A.D.1	GA2.3.5	0.0	good	44547	12	15137	0.9934975369458128	1.0	1.0	[2015.0013698630137:2015.9986301369863]
PP525319	PP525319.1	cl59	2015-XX-XX	North America	USA	Philadelphia	Pa	Homo sapiens	2024-03-31		Musa et al.	Musa,A.O.,Faber,S.R.,Lopez,C.B.	Washington University in St. Louis, Molecular Microbiology	A.D	GA2.3.5	0.0	good	44771	1	15163	0.9959277504105092	1.0	1.0	[2015.0013698630137:2015.9986301369863]
PP525315	PP525315.1	b60	2016-XX-XX	North America	USA	Philadelphia	Pa	Homo sapiens	2024-03-31		Musa et al.	Musa,A.O.,Faber,S.R.,Lopez,C.B.	Washington University in St. Louis, Molecular Microbiology	A.D.1	GA2.3.5	0.0	good	44507	27	15179	0.9952709359605912	1.0	1.0	[2016.0013661202186:2016.9986338797814]
PP525322	PP525322.1	b43	2016-XX-XX	North America	USA	Philadelphia	Pa	Homo sapiens	2024-03-31		Musa et al.	Musa,A.O.,Faber,S.R.,Lopez,C.B.	Washington University in St. Louis, Molecular Microbiology	A.D.5	GA2.3.5	0.284444	good	44709	1	15224	0.9999343185550084	1.0	1.0	[2016.0013661202186:2016.9986338797814]
PP594802	PP594802.1	MN-MDH-RSVA-00262	2023-11-24	North America	USA	Minnesota		Homo sapiens	2024-04-15	SRR28568801	Kunerth et al.	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab	A.D.5.2	GA2.3.5	0.0	good	43017	82	14940	0.9221018062397373	1.0	1.0	2023.8972602739725
PP668168	PP668168.1	MN-MDH-RSVA-00282	2023-11-30	North America	USA	Minnesota		Homo sapiens	2024-04-22	SRR28642470	Kunerth et al.	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab	A.D.5.4	GA2.3.5	0.0	good	43814	82	15128	0.9600656814449918	1.0	1.0	2023.9136986301369
PP668176	PP668176.1	MN-MDH-RSVA-00290	2023-12-16	North America	USA	Minnesota		Homo sapiens	2024-04-22	SRR28642475	Kunerth et al.	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab	A.D.5.4	GA2.3.5	0.0	good	43723	82	15128	0.95192118226601	1.0	1.0	2023.9575342465753
PP681269	PP681269.1	RSVA/human/USA/ND-USAFSAM-R00044/2022	2022-12-19	North America	USA	North Dakota		Homo sapiens	2024-04-23		Fries et al.	Fries,A.,Padraic,F.,Jennifer,M.,Kelsey,L.,William,G.,Deanna,M.,Sarah,P.,Elizabeth,M.	US Air Force, USAFSAM	A.D.5.2	GA2.3.5	506.25	bad	37483	67	14966	0.9786535303776684	1.0	1.0	2022.9657534246576
PP681272	PP681272.1	RSVA/human/USA/NE-USAFSAM-R00052/2023	2023-01-05	North America	USA	Nebraska		Homo sapiens	2024-04-23		Fries et al.	Fries,A.,Padraic,F.,Jennifer,M.,Kelsey,L.,William,G.,Deanna,M.,Sarah,P.,Elizabeth,M.	US Air Force, USAFSAM	A.D.3	GA2.3.5	0.0	good	44447	67	15153	0.990935960591133	1.0	1.0	2023.0123287671233
PP709374	PP709374.1	MN-MDH-RSVA-00318	2023-12-18	North America	USA	Minnesota		Homo sapiens	2024-04-29	SRR28706717	Kunerth et al.	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab	A.D.1.8	GA2.3.5	0.0	good	44025	82	15128	0.9753694581280788	1.0	1.0	2023.9630136986302
PP709399	PP709399.1	MN-MDH-RSVA-00342	2024-01-05	North America	USA	Minnesota		Homo sapiens	2024-04-29	SRR28706720	Kunerth et al.	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab	A.D.5.2	GA2.3.5	0.0	good	43197	82	14940	0.939967159277504	1.0	1.0	2024.0122950819673
PP709440	PP709440.1	MN-MDH-RSVA-00386	2023-12-25	North America	USA	Minnesota		Homo sapiens	2024-04-29	SRR28707107	Kunerth et al.	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab	A.D.5.4	GA2.3.5	0.0	good	43533	82	15128	0.9395073891625616	1.0	1.0	2023.982191780822
PP709448	PP709448.1	MN-MDH-RSVA-00394	2023-12-30	North America	USA	Minnesota		Homo sapiens	2024-04-29	SRR28707074	Kunerth et al.	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab	A.D.5.1	GA2.3.5	0.0	good	42623	82	14940	0.9025944170771756	1.0	1.0	2023.995890410959
PP709449	PP709449.1	MN-MDH-RSVA-00395	2024-01-03	North America	USA	Minnesota		Homo sapiens	2024-04-29	SRR28707073	Kunerth et al.	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab	A.D.5.2	GA2.3.5	0.0	good	42731	82	14940	0.9039080459770116	1.0	1.0	2024.0068306010928
PP709452	PP709452.1	MN-MDH-RSVA-00398	2024-01-01	North America	USA	Minnesota		Homo sapiens	2024-04-29	SRR28707103	Kunerth et al.	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab	A.D.5.4	GA2.3.5	0.0	good	43283	82	15128	0.9220361247947456	1.0	1.0	2024.0013661202186
PP709455	PP709455.1	MN-MDH-RSVA-00401	2024-01-04	North America	USA	Minnesota		Homo sapiens	2024-04-29	SRR28707100	Kunerth et al.	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab	A.D.5.2	GA2.3.5	0.0	good	43149	82	14940	0.939967159277504	1.0	1.0	2024.00956284153
PP748683	PP748683.1	RSV-A/human/USA/WA-S25164/2019	2019-02-26	North America	USA	Washington	King County WA	Homo sapiens	2024-05-08		Frazar et al.	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,Opsahl,J.,Rodriguez-Salas,L.,Mcdermot,E.,Stone,J.,Kolar,T.,Han,P.D.,Sibley,T.R.,Truong,M.,Reinhart,D.,Grindstaff,S.,Wolf,C.R.,Boeckh,M.,Englund,J.A.,Lutz,B.R.,Waghmare,A.,Viboud,C.,Starita,L.M.,Shendure,J.,Bedford,T.,Chu,H.Y.	Seattle Flu Study, The Brotman Baty Institute for Precision Medicine	A.D.1	GA2.3.5	0.0	good	44836	26	15221	0.998095238095238	1.0	1.0	2019.154794520548
PP760393	PP760393.1	PP760393	2022-10-XX	North America	USA	Washington		Homo sapiens	2024-05-12	SRR28891419	Sereewit et al.	Sereewit,J.,Nunley,B.E.,Roychoudhury,P.,Greninger,A.L.	University of Washington Dept. Laboratory Medicine and Pathology, Virology Division	A.D.3.1	GA2.3.5	0.0	good	43896	82	15128	0.9642692939244664	1.0	1.0	[2022.7493150684932:2022.831506849315]
PP770462	PP770462.1	WA-SCH-6401998	2024-01-14	North America	USA			Homo sapiens	2024-05-14		Roychoudhury et al.	Roychoudhury,P.,Klein,E.J.,Strelitz,B.,Grioni,H.,Moline,H.L.,Tannis,A.,Ellis,S.E.,Xie,H.,Kong,K.,Sereewit,J.,Greninger,A.,Englund,J.A.	University of Washington, Laboratory Medicine and Pathology	A.D.5.2	GA2.3.5	0.0	good	44629	17	15221	0.9959277504105092	1.0	1.0	2024.0368852459017
PP770472	PP770472.1	WA-SCH-9357150	2024-02-19	North America	USA			Homo sapiens	2024-05-14		Roychoudhury et al.	Roychoudhury,P.,Klein,E.J.,Strelitz,B.,Grioni,H.,Moline,H.L.,Tannis,A.,Ellis,S.E.,Xie,H.,Kong,K.,Sereewit,J.,Greninger,A.,Englund,J.A.	University of Washington, Laboratory Medicine and Pathology	A.D.1.4	GA2.3.5	0.0	good	44697	1	15225	1.0	1.0	1.0	2024.1352459016393
PP781388	PP781388.1	hRSV-A-G43R51P6	2023-12-05	North America	USA			Homo sapiens	2024-05-18		Lauring et al.	Lauring,A.S.,Papalambros,L.K.	University Of Michigan, Internal Medicine - Infectious Disease	A.D.1.5	GA2.3.5	0.0	good	42126	548	14976	0.9224302134646962	1.0	1.0	2023.927397260274
PP781395	PP781395.1	hRSV-A-G43R67U6	2024-01-18	North America	USA			Homo sapiens	2024-05-18		Lauring et al.	Lauring,A.S.,Papalambros,L.K.	University Of Michigan, Internal Medicine - Infectious Disease	A.D.5.2	GA2.3.5	0.0	good	42091	295	14976	0.886896551724138	1.0	1.0	2024.0478142076502
PP781408	PP781408.1	hRSV-A-G43R97W3	2024-02-29	North America	USA			Homo sapiens	2024-05-18		Lauring et al.	Lauring,A.S.,Papalambros,L.K.	University Of Michigan, Internal Medicine - Infectious Disease	A.D.5.1	GA2.3.5	0.0	good	42516	340	14977	0.9291297208538588	1.0	1.0	2024.1625683060108
PP781406	PP781406.1	hRSV-A-G43R54D6	2023-12-22	North America	USA			Homo sapiens	2024-05-18		Lauring et al.	Lauring,A.S.,Papalambros,L.K.	University Of Michigan, Internal Medicine - Infectious Disease	A.D.1.5	GA2.3.5	0.0	good	42043	548	14976	0.9225615763546798	1.0	1.0	2023.9739726027397
PP781425	PP781425.1	hRSV-A-G43R60M2	2024-01-02	North America	USA			Homo sapiens	2024-05-18		Lauring et al.	Lauring,A.S.,Papalambros,L.K.	University Of Michigan, Internal Medicine - Infectious Disease	A.D.1.5	GA2.3.5	56.25	mediocre	39848	854	14976	0.8164203612479475	1.0	1.0	2024.0040983606557
PP781428	PP781428.1	hRSV-A-G43S01V0	2024-02-27	North America	USA			Homo sapiens	2024-05-18		Lauring et al.	Lauring,A.S.,Papalambros,L.K.	University Of Michigan, Internal Medicine - Infectious Disease	A.D.5.2	GA2.3.5	0.0	good	41209	548	14977	0.8614121510673235	1.0	1.0	2024.1571038251366
PP795136	PP795136.1	HRSV/A/USA/TX-HOU-215295/2023	2023-10-16	North America	USA	Texas		Homo sapiens	2024-05-20	SRR29003509	Avadhanula et al.	Avadhanula,V.,Sahni,L.,Surathu,A.,Cregeen,S.J.,Doddapaneni,H.,Metcalf,G.A.,Tannis,A.,Moline,H.,Boom,J.,Piedra,P.	Baylor College of Medicine, Alkek Center for Metagenomics and Microbiome Research	A.D.1.6	GA2.3.5	0.0	good	44569	1	15225	1.0	1.0	1.0	2023.7904109589042
PP795140	PP795140.1	HRSV/A/USA/TX-HOU-215448/2023	2023-10-26	North America	USA	Texas		Homo sapiens	2024-05-20	SRR29003455	Avadhanula et al.	Avadhanula,V.,Sahni,L.,Surathu,A.,Cregeen,S.J.,Doddapaneni,H.,Metcalf,G.A.,Tannis,A.,Moline,H.,Boom,J.,Piedra,P.	Baylor College of Medicine, Alkek Center for Metagenomics and Microbiome Research	A.D.1.6	GA2.3.5	0.0	good	44573	1	15225	1.0	1.0	1.0	2023.817808219178
PP830410	PP830410.1	MN-MDH-RSVA-00475	2023-12-23	North America	USA	Minnesota		Homo sapiens	2024-05-29	SRR29105535	Kunerth et al.	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab	A.D.1.6	GA2.3.5	0.0	good	44242	82	15128	0.9879802955665024	1.0	1.0	2023.9767123287672
PP830411	PP830411.1	MN-MDH-RSVA-00476	2023-12-25	North America	USA	Minnesota		Homo sapiens	2024-05-29	SRR29105534	Kunerth et al.	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab	A.D.5.2	GA2.3.5	0.0	good	43422	82	14940	0.9578981937602628	1.0	1.0	2023.982191780822
PP833560	PP833560.1	hRSV/A/Kunming/1043622/2024	2024-03-01	Asia	China			Homo sapiens	2024-06-02		Guo et al.	Guo,L.,Wang,Y.,Zhou,J.,Liang,Y.,Mao,Y.	Yunnan Institute of Pediatrics, Kunming Children's Hospital	A.D.3	GA2.3.5	0.0	good	44866	1	15225	1.0	1.0	1.0	2024.1653005464482
PP830413	PP830413.1	MN-MDH-RSVA-00478	2023-12-23	North America	USA	Minnesota		Homo sapiens	2024-05-29	SRR29105532	Kunerth et al.	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab	A.D.5.4	GA2.3.5	0.0	good	43982	82	15128	0.9724137931034482	1.0	1.0	2023.9767123287672
PP847378	PP847378.1	MN-MDH-RSVA-00536	2024-01-11	North America	USA	Minnesota		Homo sapiens	2024-06-05	SRR29205794	Kunerth et al.	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab	A.D.3.6	GA2.3.5	0.0	good	43594	82	15128	0.9395073891625616	1.0	1.0	2024.02868852459
PP847380	PP847380.1	MN-MDH-RSVA-00538	2024-01-11	North America	USA	Minnesota		Homo sapiens	2024-06-05	SRR29205792	Kunerth et al.	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab	A.D.3.5	GA2.3.5	0.0	good	43543	82	15128	0.9404269293924468	1.0	1.0	2024.02868852459
PP847383	PP847383.1	MN-MDH-RSVA-00541	2024-01-11	North America	USA	Minnesota		Homo sapiens	2024-06-05	SRR29205789	Kunerth et al.	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab	A.D.5.2	GA2.3.5	0.0	good	43005	82	14940	0.9239408866995074	1.0	1.0	2024.02868852459
PP847379	PP847379.1	MN-MDH-RSVA-00537	2024-01-11	North America	USA	Minnesota		Homo sapiens	2024-06-05	SRR29205793	Kunerth et al.	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab	A.D.1.6	GA2.3.5	0.0	good	44223	82	15128	0.9880459770114942	1.0	1.0	2024.02868852459
PP847394	PP847394.1	MN-MDH-RSVA-00552	2024-01-21	North America	USA	Minnesota		Homo sapiens	2024-06-05	SRR29205777	Kunerth et al.	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab	A.D.5.2	GA2.3.5	0.0	good	42740	82	14940	0.9108702791461412	1.0	1.0	2024.0560109289618
PP903835	PP903835.1	hRSV-A-HS15868	2022-10-19	North America	USA			Homo sapiens	2024-06-16		Lauring et al.	Lauring,A.S.,Papalambros,L.K.	University Of Michigan, Internal Medicine - Infectious Disease	A.D.5.2	GA2.3.5	0.0	good	41861	548	14976	0.901871921182266	1.0	1.0	2022.7986301369863
PP910764	PP910764.1	MN-MDH-RSVA-00604	2024-01-25	North America	USA	Minnesota		Homo sapiens	2024-06-19	SRR29371294	Kunerth et al.	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnker,L.,Wang,X.	Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab	A.D.3.5	GA2.3.5	0.0	good	43786	82	15128	0.9558620689655172	1.0	1.0	2024.0669398907103
PP910763	PP910763.1	MN-MDH-RSVA-00603	2024-01-25	North America	USA	Minnesota		Homo sapiens	2024-06-19	SRR29371295	Kunerth et al.	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnker,L.,Wang,X.	Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab	A.D.5.2	GA2.3.5	0.0	good	43429	82	14940	0.9578325123152708	1.0	1.0	2024.0669398907103
PP910770	PP910770.1	MN-MDH-RSVA-00610	2024-01-27	North America	USA	Minnesota		Homo sapiens	2024-06-19	SRR29371288	Kunerth et al.	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnker,L.,Wang,X.	Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab	A.D.5.2	GA2.3.5	16.0	good	42865	82	14940	0.9392446633825944	1.0	1.0	2024.0724043715848
PP934450	PP934450.1	MN-MDH-RSVA-00668	2024-02-29	North America	USA	Minnesota		Homo sapiens	2024-06-26	SRR29436701	Kunerth et al.	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnker,L.,Wang,X.	Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab	A.D.5.2	GA2.3.5	0.0	good	43431	82	14940	0.9577011494252874	1.0	1.0	2024.1625683060108
PP934459	PP934459.1	MN-MDH-RSVA-00677	2024-03-09	North America	USA	Minnesota		Homo sapiens	2024-06-26	SRR29436700	Kunerth et al.	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnker,L.,Wang,X.	Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab	A.D.5.2	GA2.3.5	0.0	good	43747	82	15128	0.9548111658456486	1.0	1.0	2024.1871584699454
PP957744	PP957744.1	MN-MDH-RSVA-00731	2024-02-01	North America	USA	Minnesota		Homo sapiens	2024-07-03	SRR29541284	Kunerth et al.	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnker,L.,Wang,X.	Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab	A.D.5.4	GA2.3.5	0.0	good	43799	82	15128	0.9598686371100164	1.0	1.0	2024.0860655737704
PP957754	PP957754.1	MN-MDH-RSVA-00741	2024-02-05	North America	USA	Minnesota		Homo sapiens	2024-07-03	SRR29541282	Kunerth et al.	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnker,L.,Wang,X.	Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab	A.D.5.2	GA2.3.5	0.0	good	44237	82	15128	0.9877175697865354	1.0	1.0	2024.0969945355191
PP957768	PP957768.1	MN-MDH-RSVA-00755	2024-03-22	North America	USA	Minnesota		Homo sapiens	2024-07-03	SRR29541267	Kunerth et al.	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnker,L.,Wang,X.	Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab	A.D.5.4	GA2.3.5	0.0	good	43253	82	15128	0.9216420361247948	1.0	1.0	2024.2226775956285
PP957773	PP957773.1	MN-MDH-RSVA-00760	2024-04-08	North America	USA	Minnesota		Homo sapiens	2024-07-03	SRR29541261	Kunerth et al.	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnker,L.,Wang,X.	Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab	A.D.5.2	GA2.3.5	0.0	good	43461	82	14940	0.9578325123152708	1.0	1.0	2024.26912568306
PP957775	PP957775.1	MN-MDH-RSVA-00762	2024-04-09	North America	USA	Minnesota		Homo sapiens	2024-07-03	SRR29541259	Kunerth et al.	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnker,L.,Wang,X.	Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab	A.D.5.4	GA2.3.5	0.0	good	43265	82	15128	0.921904761904762	1.0	1.0	2024.2718579234972
PP959040	PP959040.1	WA-UW-02898	2024-02-20	North America	USA			Homo sapiens	2024-07-03		Roychoudhury et al.	Roychoudhury,P.,Xie,X.,Sereewit,J.,Ellis,S.,Greninger,A.	University of Washington, Laboratory Medicine and Pathology	A.D.3.3	GA2.3.5	39.0625	mediocre	44767	11	15225	0.994679802955665	1.0	1.0	2024.1379781420765
PP969969	PP969969.1	A18321042	2022-10-18	Europe	Ireland			Homo sapiens	2024-08-06		Carr et al.	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	University College Dublin, National Virus Reference Laboratory	A.D.3	GA2.3.5	0.871111	good	44166	1	15076	0.9873234811165844	1.0	1.0	2022.795890410959
PP969973	PP969973.1	A18321050	2022-11-01	Europe	Ireland			Homo sapiens	2024-08-06		Carr et al.	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	University College Dublin, National Virus Reference Laboratory	A.D.3	GA2.3.5	0.0	good	42941	1	14664	0.962824302134647	1.0	1.0	2022.8342465753424
PP970003	PP970003.1	A19160797	2023-11-24	Europe	Ireland			Homo sapiens	2024-08-06		Carr et al.	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	University College Dublin, National Virus Reference Laboratory	A.D.1.6	GA2.3.5	0.0	good	44723	1	15225	0.9972413793103448	1.0	1.0	2023.8972602739725
PP970020	PP970020.1	A19160774	2023-11-04	Europe	Ireland			Homo sapiens	2024-08-06		Carr et al.	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	University College Dublin, National Virus Reference Laboratory	A.D.1	GA2.3.5	0.0	good	44139	1	15070	0.976551724137931	1.0	1.0	2023.8424657534247
PP970026	PP970026.1	A19160761	2023-10-20	Europe	Ireland			Homo sapiens	2024-08-06		Carr et al.	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	University College Dublin, National Virus Reference Laboratory	A.D.1.4	GA2.3.5	0.0	good	44267	1	15076	0.9902134646962232	1.0	1.0	2023.8013698630136
PP970045	PP970045.1	A19160787	2023-11-17	Europe	Ireland			Homo sapiens	2024-08-06		Carr et al.	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	University College Dublin, National Virus Reference Laboratory	A.D.3.1	GA2.3.5	0.017778	good	44507	1	15156	0.9954022988505749	1.0	1.0	2023.8780821917808
PP970050	PP970050.1	A18321039	2022-10-14	Europe	Ireland			Homo sapiens	2024-08-06		Carr et al.	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	University College Dublin, National Virus Reference Laboratory	A.D.5	GA2.3.5	56.25	mediocre	44104	1	15076	0.9876518883415436	1.0	1.0	2022.7849315068493
PP970061	PP970061.1	A19160760	2023-10-19	Europe	Ireland			Homo sapiens	2024-08-06		Carr et al.	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	University College Dublin, National Virus Reference Laboratory	A.D.1.4	GA2.3.5	56.25	mediocre	44266	1	15075	0.9901477832512317	1.0	1.0	2023.7986301369863
PP973759	PP973759.1	MN-MDH-RSVA-00824	2024-01-29	North America	USA	Minnesota		Homo sapiens	2024-07-08	SRR29646469	Kunerth et al.	Kunerth,H.D.,Namugenyi,S.,Plumb,M.,Bohnker,L.,Evans,D.,Wang,X.	Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab	A.D.5.2	GA2.3.5	0.0	good	43196	82	14940	0.9396387520525452	1.0	1.0	2024.077868852459
PP973763	PP973763.1	MN-MDH-RSVA-00828	2024-02-03	North America	USA	Minnesota		Homo sapiens	2024-07-08	SRR29646465	Kunerth et al.	Kunerth,H.D.,Namugenyi,S.,Plumb,M.,Bohnker,L.,Evans,D.,Wang,X.	Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab	A.D.5.2	GA2.3.5	0.0	good	42984	82	14940	0.924663382594417	1.0	1.0	2024.0915300546449
PP973768	PP973768.1	MN-MDH-RSVA-00833	2024-02-05	North America	USA	Minnesota		Homo sapiens	2024-07-08	SRR29646459	Kunerth et al.	Kunerth,H.D.,Namugenyi,S.,Plumb,M.,Bohnker,L.,Evans,D.,Wang,X.	Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab	A.D.5.2	GA2.3.5	0.0	good	42704	82	14940	0.9070607553366176	1.0	1.0	2024.0969945355191
PP973762	PP973762.1	MN-MDH-RSVA-00827	2024-02-03	North America	USA	Minnesota		Homo sapiens	2024-07-08	SRR29646466	Kunerth et al.	Kunerth,H.D.,Namugenyi,S.,Plumb,M.,Bohnker,L.,Evans,D.,Wang,X.	Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab	A.D.5.2	GA2.3.5	0.0	good	43885	82	15091	0.9674220032840722	1.0	1.0	2024.0915300546449
PP978523	PP978523.1	MN-MDH-RSVA-00912	2024-02-26	North America	USA	Minnesota		Homo sapiens	2024-07-10	SRR29680368	Kunerth et al.	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnker,L.,Wang,X.	Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab	A.D.1.6	GA2.3.5	0.0	good	44232	82	15128	0.9878489326765189	1.0	1.0	2024.1543715846994
